Date,ACC,ADANIPORTS,AMBUJACEM,ASIANPAINT,AUROPHARMA,AXISBANK,BAJAJ-AUTO,BANKBARODA,BPCL,BHARTIARTL,INFRATEL,BOSCHLTD,CIPLA,COALINDIA,DRREDDY,EICHERMOT,GAIL,HCLTECH,HDFCBANK,HEROMOTOCO,HINDALCO,HINDUNILVR,HDFC,ITC,ICICIBANK,IBULHSGFIN,IOC,INDUSINDBK,INFY,KOTAKBANK,LT,LUPIN,M&M,MARUTI,NTPC,ONGC,POWERGRID,RELIANCE,SBIN,SUNPHARMA,TCS,TATAMTRDVR,TATAMOTORS,TATAPOWER,TATASTEEL,TECHM,ULTRACEMCO,VEDL,WIPRO,YESBANK,ZEEL,NIfty Index
10-02-15,1562.65,317.85,249.6,822.2,1032.8,554.1,2267.95,176.4,698.3,356.15,369.8,23014.85,640.15,368.15,3130.5,15133.15,410,1933.35,1054.45,2720.15,149.2,887.75,1246.15,369.9,331.05,580.5,310.95,840.8,2278.3,1285.75,1571.7,1562.95,1140.2,3393.85,137.15,354.65,145.1,882,287.3,919.55,2441.15,336.45,564.1,81.3,357.75,2762.5,2966.2,206.35,642.6,817.8,350,8565.55
11-02-15,1552.6,326.1,250.85,840.75,1105.25,569.25,2280.6,180.95,712.9,356.1,360.95,23708.1,636.45,372.1,3152.4,16141.3,409.75,1955.7,1058.4,2753.35,149.85,900.3,1245.8,371.15,334.7,585.25,318.05,855.5,2284.85,1298.7,1612.7,1590.5,1133.4,3454.75,140.15,344.95,145.75,900.7,285.95,925.85,2459.9,338.9,558.9,82.15,365,2841.75,3008,208.25,638.4,826.55,345.5,8627.4
12-02-15,1595.2,336.6,259.7,823.75,1123.9,578.75,2262.45,180.8,705.85,352.7,364.1,25361.3,660.65,368.75,3331.2,16417.95,422.65,1984.4,1076,2807.55,152.8,887.8,1253.25,370.4,339.15,591.45,315.4,869.95,2311.2,1296.6,1650.05,1617.7,1134.45,3551.9,142.1,346.45,150.25,909.15,284.3,923.6,2462.15,338.25,561.8,83.9,365.3,2909.3,3035.1,212.65,646.8,839.1,361.2,8711.55
13-02-15,1625.05,335.35,265.1,826.75,1118.8,581.1,2260.8,182.95,724.9,355,358.85,24946.45,667.25,377.85,3343.95,16267.4,404.2,1992.95,1065.8,2852.9,153.55,892.8,1268.65,378.05,343.85,610.75,310.25,875.35,2296.1,1309.5,1662.15,1679.45,1192.55,3616.95,143.25,339.55,151.5,917.5,306.95,940.55,2538.75,345.85,565.55,84.4,366.55,2886.55,3112.5,212.2,660.7,835.05,363.9,8805.5
16-02-15,1614.45,331.25,266.2,834.15,1103.45,570.3,2261.85,182.75,725.85,361.35,370.25,25604.1,671.55,377.05,3351.25,16051.1,406,1984.85,1067.55,2805,150.95,907,1288,389.6,338.05,616.05,317.95,862.9,2278.75,1292.45,1648.45,1662.25,1210.45,3572.1,144,340.45,152.75,902.8,306.7,914.75,2584.8,350.6,574.15,84.1,369.8,2899.55,3078.8,211.55,661.5,815.65,360.3,8809.35
18-02-15,1653.3,333.8,270.1,821.05,1087.15,569.5,2240.3,183.2,729.65,352,364.45,27117.7,677.65,380.35,3354.25,16947.3,412,2033.15,1074.8,2663.75,151.65,912.9,1328.6,393.25,342.4,635.15,332.15,864.85,2296.5,1307.8,1663.35,1681.85,1228.2,3564.95,146.05,332.6,154.75,901.65,305.7,917.8,2635.65,350.15,584.3,86.25,367.5,2892.25,3110,205.2,669,819.65,356.2,8869.1
19-02-15,1615.15,333.85,265.05,834.1,1036.95,565.25,2212.55,178.55,742.2,356.7,368.25,26201.85,682.45,383.95,3382.9,16640.4,408.7,2048.15,1079.8,2664.95,156.25,908.15,1353.45,389.25,338.55,629.8,343.2,857.5,2324.7,1307.25,1698.55,1686.5,1249.9,3595.15,146.65,333.45,154.3,902.05,302.35,916.7,2681.05,373.3,576.55,88.3,375.25,2830.15,3062.3,219.05,659.5,813.35,353.4,8895.3
20-02-15,1620.4,329,263.1,825.7,1056.5,561.5,2206.8,183.3,741.8,349.35,361.15,26559.15,675.95,382.75,3403.9,16362.1,409,2000.75,1073.05,2658.9,156.55,900.25,1333.15,396.05,330.95,618.75,333.05,876.8,2283.1,1298.25,1677.6,1691.35,1252,3547.35,145.65,330.7,153.25,873.1,302.3,913.2,2675.55,381.65,579.9,85.95,374.7,2810.2,3014.1,217.3,650,825.05,358.8,8833.6
23-02-15,1615.95,323.4,262.15,809.6,1040.85,549.05,2181.15,182.35,739.65,347.3,367.3,26118.2,669.15,384.2,3389.8,15981.9,400.2,1971,1067.5,2647.9,154.85,886.15,1311.25,390.25,329,621.5,337.9,867.55,2265.6,1316.85,1687,1648.9,1261.25,3545.9,146.05,324.85,155.9,851.45,296.55,908.65,2696.65,372.25,574.2,84.95,367.35,2778.75,2978.1,219.55,649.75,811,344.6,8754.95
24-02-15,1618,334.05,257.3,799.55,1038,551.8,2191.45,176.75,757.3,342.05,369.65,26514.1,677.3,384.2,3359.75,15842.25,404,1976.05,1067.65,2651.4,153.65,913.7,1310.4,395.7,326.05,632.95,328.8,864.15,2272.8,1350.3,1721.1,1661.8,1258.7,3588.3,146.6,315.05,156.75,841.45,296.25,910.45,2704.75,365.75,564.4,84.45,359.1,2791.3,2988.6,211.35,653,800.35,353,8762.1
25-02-15,1655.75,328.2,261.05,813.85,1013.7,553,2179.95,177.15,751.85,348.6,372.3,26285.55,676.35,386.6,3279.35,15596.4,405.75,1983.2,1052.45,2624.55,153.65,901.9,1340.55,399.7,322.5,630.75,327.2,858.55,2317.6,1342.55,1697.9,1664.3,1267.1,3579.9,146.05,317.15,154.55,843.15,295.55,890.75,2672.2,365.75,568.2,83,350.9,2762.55,3042.85,210.75,663.8,794.85,348.55,8767.25
26-02-15,1639.9,327.3,259.75,791.9,1025.65,552.3,2134.85,171.35,745.8,349.35,366.5,26032.9,659.45,384.35,3252.2,15205.35,410.95,1975.45,1038.15,2622.25,149.75,886.4,1345.7,395.65,321.3,630.55,327.65,845.3,2258.1,1333.35,1678.05,1697.55,1249.6,3496.85,153.35,319.35,152.75,842,289.4,865.7,2656.45,350.2,560.65,82.7,345.2,2748.1,2977.45,208.25,657.9,783.6,343.1,8683.85
27-02-15,1673.45,346.25,269.45,807.15,1033.15,567.15,2150.5,181,744.25,355.2,367.65,26589.3,669.85,395.25,3278.05,15806.4,406.7,2022,1054,2672.6,155.15,887.15,1347.4,393.7,335.25,633.6,333.65,864.5,2265.75,1337.75,1758.95,1737.5,1280.5,3604.4,158.45,324.75,157.1,855.55,299.9,878.9,2662.35,359,575.15,87.3,350.65,2835.75,3125.8,217.2,654.3,820.8,348.95,8844.6
28-02-15,1678.1,330.75,272.1,818.6,1083.45,612.6,2153.45,185.2,746.2,356.25,367.55,25885.9,682.05,393.95,3349.05,16255.55,413.25,2020.7,1071.2,2684.65,152.85,910.1,1335.15,361.35,346.15,623.15,332.3,916.55,2296.45,1397.05,1768.1,1746.95,1291.95,3620.85,155.9,324.95,156.85,865.15,301.65,911,2675.25,373.7,593.35,86.85,355.25,2863.3,3135.75,217.6,659.2,861.95,346.45,8901.85
02-03-15,1762.8,330.35,285.45,825.6,1087.1,647.55,2074.25,182.4,779.5,349.05,359.65,25902.45,716.95,394.75,3386.65,16426.05,408.9,2024.85,1082.55,2624.55,156.55,935.65,1339.95,343.25,349.05,628.15,350.7,944.5,2291.7,1404.7,1846.1,1796.95,1278.15,3711.45,159.5,320.05,156.7,864.25,302,925.2,2669.4,369.55,585,86.25,352.55,2860.05,3369.8,218.2,664.5,882.5,342.75,8956.75
03-03-15,1758.3,336.55,281,838.3,1098,631.4,2117.5,187.2,780.8,349.25,358.7,26256,731.9,379.65,3407.9,15907.95,408.95,2031.2,1083.35,2636.5,158.7,929.7,1368.05,341.55,348.65,631.85,356.4,938.6,2297.85,1408.7,1851.65,1802.35,1231.65,3708.65,158.7,320.5,155.55,900.8,302.6,943.05,2776,367,574.1,87.25,353.15,2908.5,3360.85,222.05,672.45,878.65,347.95,8996.25
04-03-15,1725.15,332,274.65,836.8,1070.65,612.75,2122.1,180.4,770.5,351.25,361.2,26115.1,727.05,371.55,3390.45,16047.95,405.05,2036,1065.3,2622.25,153.1,916.1,1367.7,344.25,349.35,636.8,341.1,908.2,2274.65,1410.25,1837.9,1787.25,1211.1,3678.4,157.5,320.55,154.45,887.85,293.85,1006.3,2746,362.6,574.1,84.35,348.15,2879.5,3310.3,212.4,659.5,856.65,341.95,8922.65
05-03-15,1698.65,333.05,273.35,833.9,1093.25,616.8,2118.65,184.05,776.35,347.9,363.9,26706.8,739.5,363.95,3441.5,16001.1,402.9,2065,1085.1,2609.45,148.1,939.7,1394.8,346.25,347.75,632.75,348.7,913.2,2247.6,1412.25,1826.05,1838.15,1228.65,3678.75,158.15,319.95,155.15,884.95,293.8,1038.75,2696.45,354.9,570.7,85.3,343.25,2878.15,3189.55,210.15,667.8,856.7,342,8937.75
09-03-15,1660.1,325,263.75,812.65,1102.7,591.6,2109.85,180.05,764,343.45,364.95,26312.85,734.2,357.3,3467.55,15699.8,385.85,2065.7,1059,2599.25,140.8,976,1368.35,338.35,332.8,602.05,349.95,895.2,2190.05,1364.6,1762.3,1869.5,1206.8,3671.3,151.8,316,150.25,869.65,290.65,1041,2646.8,342.75,565.1,82.25,336.3,2811.35,3066.15,199.1,660.1,824.15,336.7,8756.75
10-03-15,1650.15,317.55,259.5,807.95,1127.3,585.45,2129.25,179.85,764.2,367.95,369.95,26555.2,729.45,370.7,3437.3,15947.8,383.55,2044.15,1052.55,2617.7,138.05,957.15,1312.4,338.55,333.65,593.35,346.05,896.75,2198,1347.8,1752.45,1898.4,1228.25,3646.75,149.95,314.4,148.5,859.15,287.6,1024.65,2642.7,343.7,560.2,81.1,331.6,2839.8,3017.2,197.6,654.3,827.6,341.9,8712.05
11-03-15,1639.7,307.8,259.85,809,1111.65,583.85,2098.3,176.9,750.85,389.55,377.65,26438.4,717.7,369.3,3468,16053.85,389.25,2059.05,1056.45,2612.7,130.35,968.9,1322.75,338.2,332.65,568.45,341.05,890.2,2182.2,1375.9,1739.7,1872,1260.3,3656.45,153.75,309.5,147.9,855.95,285.15,1009.85,2606.55,339.65,550.9,80.85,325.3,2921.65,2987.1,192.7,654.75,822.9,348.7,8699.95
12-03-15,1648,310.25,264.05,808.1,1155.55,584.1,2072.75,179.85,749.5,397.8,389.25,27289.65,720.2,364.7,3432.8,16303.85,393.85,2052.7,1054.6,2642.35,134.9,960.55,1332.85,346.65,338.2,563.55,345.8,891.8,2218.3,1370,1747.4,1883.35,1241.15,3685.2,159.7,312.2,149.65,863.8,286.85,1036.15,2619.05,344,563.9,81.45,333.2,2857,3009.35,200.6,655.3,823.2,352.95,8776
13-03-15,1616,306.25,256,808.4,1148.3,570,2023.1,179,731.4,400.25,387.9,26614.5,703.85,365.1,3376.55,15912.75,387.25,2012.6,1042.65,2610,131.7,941.7,1328.05,339.4,330.2,565.5,339.05,875.2,2220.4,1341.25,1692.15,1877.35,1227.75,3650.7,159.45,313.9,146.6,850.1,280.75,1011.6,2582.35,337.6,558.35,79.7,326.5,2818.4,2946.9,195.9,639.25,803.35,344.2,8647.75
16-03-15,1587.55,313.3,256.65,831.85,1195.85,568.6,2025.5,182.65,736.65,388.4,382.05,26223.1,693.65,364.4,3313,15820.35,381.55,2057,1051.55,2631.25,126.8,931.75,1305.7,335.4,331.45,570.8,341.45,877.25,2266.65,1314.95,1679.8,1864.55,1219.75,3647.05,155.85,312,146.75,842.1,281.65,1029.85,2562.3,338.95,556.9,81,326.2,2827.95,2913.4,185.5,646.25,813.85,353.75,8633.15
17-03-15,1613,319.55,258.7,831.4,1223.8,580.1,2047.2,182.4,750.65,386.55,383.95,26602.5,710.55,361.8,3437.45,15942.75,379.55,2039.1,1058.05,2651.45,134.25,931.8,1339.45,340,334.85,563.8,347.05,903.15,2240.5,1339.65,1715.65,1876.65,1232.25,3661.55,157.85,314.2,147.65,856.85,283.1,1041.9,2583.7,345.8,571.55,80.55,332.55,2862.9,2928.4,192.9,643.4,833.2,355.2,8723.3
18-03-15,1583.35,316.65,252.7,814.2,1244.95,581.25,2031.25,182.25,772.45,382.25,380.05,27316.3,711.95,364.55,3427.05,16044.2,381.75,2006.55,1063.55,2675.35,133.15,922.1,1322.05,336.65,334.8,563.9,349.7,903.2,2229.5,1342.9,1699.05,1873.4,1215.5,3664.9,152.65,309.2,146.65,868.65,287.3,1044.5,2559.35,339.9,560.2,80.35,331.75,2800.5,2935.7,193.95,631.4,855.7,366.3,8685.9
19-03-15,1568.5,312.9,251.7,834.8,1224.85,563.55,2025.35,176.5,753.4,381.95,384.75,27657.9,710.35,365.35,3424.7,16111.6,389.9,979.65,1052.2,2662.8,132.3,922.65,1327.7,333.35,330.2,554.85,350.4,881.15,2230.45,1325.7,1682.4,1921.65,1207.4,3655,154.75,311.9,146.1,856.15,281.6,1047.75,2596.25,336.65,553.8,79.8,336.6,687.15,2893,191.5,635.05,834,360.85,8634.65
20-03-15,1569.75,308.15,255.2,809.95,1159.05,556.25,2017.85,172.65,727.05,380.25,385.35,27367.55,699.8,368.25,3426.6,16017.5,377.55,979.9,1055.9,2609.95,132.05,895.75,1338.45,327.45,318.6,554.35,344.1,886.35,2257.45,1339.7,1670.35,1906.3,1165.3,3623.85,145.5,311.35,148.2,854.1,278.25,1026.65,2610.95,327.35,547.6,78.95,328.7,678.3,2855.05,187.85,652.65,832.05,353.55,8570.9
23-03-15,1586.75,303.85,256.15,811.6,1151.1,555.2,2031.75,169.65,715.4,383.25,384.45,26902.85,701.3,369,3458.65,15865.95,383.7,968.4,1047.75,2637.1,135.9,902.4,1345.7,327.4,313.8,557.25,341.95,888.35,2233.45,1335.85,1672.85,1921.5,1185.5,3594.4,150.15,314.4,149.2,841.95,274.75,1024.25,2617.15,321.5,551.45,78.75,331.4,656.8,2829,190.95,645.1,829.2,350.35,8550.9
24-03-15,1583.05,307.1,253.35,813.3,1169.95,558.05,2028,167.9,740.8,393.85,387.2,26337.2,710.25,370.05,3511.45,15501.1,390,970.35,1037.95,2605.1,132.85,887.2,1358.85,326.55,311.9,561.8,347.25,884.85,2211.45,1340.75,1672.15,2007.9,1192.05,3587.3,152.7,313.4,147.95,847.95,270.55,1037.15,2591.3,312.8,532.25,78.35,327.15,659.65,2801.5,193.85,652.25,822.65,354.05,8542.95
25-03-15,1581.7,314.75,248.8,808.5,1179.9,562.2,2016.85,165.85,748.7,395,391.45,25771.7,711.45,361.8,3510.6,15572.8,380.2,1007.15,1034.25,2595.75,132.9,886.4,1354.55,326.75,316.9,559.6,351.85,871.05,2219.1,1326.55,1632.75,2008.9,1210.35,3614.75,147.35,309.65,146.5,844.9,265.4,1052.05,2573.75,316.15,541.85,77.35,323.15,656.35,2766,196.8,661.1,806.5,349.05,8530.8
26-03-15,1579.55,304.2,250.1,793.1,1134.75,544.3,2004.3,161,762.3,399.65,377.2,25559,700.95,352.3,3445.7,15538.2,381.2,987.4,1006.95,2603.75,129.55,865.9,1283.7,322.4,307.95,544.2,349.55,860.35,2146.35,1305.4,1634.45,1972.95,1201.1,3561.45,144,301.6,145.1,829.3,256.65,1027.7,2513.1,308.75,524.25,76.2,315.6,651.15,2795.8,188.3,631.9,806.35,339.3,8342.15
27-03-15,1549.45,305,250.45,778.15,1205.1,546.4,2016.9,160.95,749.6,376.5,377.6,25212.25,694,348,3415.4,15490.75,379.25,962.85,1014.65,2576.15,133.95,851.3,1262.7,317.5,314.55,541.95,346.5,880.75,2202.15,1299.15,1677.75,1954.8,1188.5,3610.05,145.6,304.95,144.75,811.7,263.6,1011.2,2514.8,316.5,535.35,74.9,315.1,645.9,2801.85,188.4,612.15,816,337.5,8341.4
30-03-15,1582.65,308.55,257.1,807.45,1224.8,563.55,2028,163.85,769.3,389.4,385.45,25498.75,702.2,359.3,3425.3,16018.9,380.05,980.45,1036.9,2644.3,131.15,862.05,1306.2,327.55,318.7,548.85,354.5,887.95,2228,1311.85,1728.75,1999,1200.3,3660.95,147.6,315.2,145,810.75,267.9,1010.8,2564.15,324.4,540,74.35,322.4,626.95,2944.05,189.15,623.4,822.95,342.35,8492.3
31-03-15,1562.75,308.2,255.3,811.3,1221.6,560.2,2016.6,163.5,810.8,393.3,385,25421.35,712.45,362.9,3488.75,15908.15,387.8,980.4,1022.7,2639.8,129,873.55,1315.7,325.85,315.5,557.9,368.65,886,2218.35,1313.25,1719.65,2008.4,1187.8,3697.35,146.85,306.35,145.25,826,267.05,1023.9,2553.95,331.55,550.2,77.1,316.75,629.7,2877.9,189.5,628.85,815.75,341.75,8491
01-04-15,1585.9,310.95,260.25,821.7,1247.4,569.65,2019.8,168.9,804.2,402.3,384.95,25570.7,709.6,363,3533.65,16019.5,384.8,940.85,1033.25,2655.85,132.2,883.5,1337.05,332.45,323.15,573.45,370.6,925.25,2173.95,1361.05,1734.25,2037.5,1202.1,3644.7,147.75,306.45,146.45,836.05,273.45,1081.15,2542.65,338.05,564.9,77.5,323.65,632.7,2883.7,190.15,633.2,847.75,340.85,8586.25
06-04-15,1617.4,321.25,261.5,824.5,1324.65,569.05,2036.4,168.5,802.1,400.8,379.9,25343.8,735.65,360.75,3677.85,15782.45,399.9,932.05,1031.95,2672.7,134.7,907.95,1330.6,341,321.25,573.55,374,914.95,2178.2,1397.6,1757.9,2088.25,1242.65,3628.95,152.1,317.25,147.95,824.65,274.65,1169.3,2547.3,341.45,568.15,77.25,318.1,643.35,2892.55,191.5,621.15,845.9,338.2,8659.9
07-04-15,1650.3,323.9,260.1,835.2,1360.25,557.85,2094.55,170.05,795.7,404.75,384.95,25291.65,728.2,359.6,3684.85,15983.3,400.15,934.55,1032.75,2632.35,136.95,913.45,1328.7,340.6,317.4,560.75,372.2,906.95,2159.5,1386.85,1769.7,2091.6,1268.85,3599.9,156.3,319,147.95,832.85,272.05,1152.05,2585,342.95,560.35,78.4,333.5,652.85,2931.85,197.75,615.05,840.8,336.4,8660.3
08-04-15,1636.2,319.15,257.65,846.85,1325.15,555.9,2099.5,168.85,819.65,419.15,374.4,25823.6,736.7,380.35,3755.45,16524.85,410.4,958.85,1035.55,2605.8,137.95,912.55,1299.7,346.25,315.1,557.65,377.15,901.95,2200.55,1371.6,1779.45,2082.1,1274.2,3628.7,156.1,313,147.3,865.9,273.9,1150.45,2641.4,345.4,561.5,77.35,336.1,672.3,2986.45,193.6,616.3,820.6,340.4,8714.4
09-04-15,1622.45,316.7,256.15,853.15,1326.2,572.15,2098.55,171.75,811.85,407.2,380.1,25692.5,719.45,386.95,3740.25,16302.5,397.2,964.15,1056.1,2611.6,139.9,926.45,1303.05,347.15,320.6,581.4,375,943.9,2215,1430.6,1770.8,2015.75,1274.55,3659.2,157.35,310.15,151,895.1,280.85,1113.45,2664.55,343.4,559.9,78.35,346.05,670.4,2963.95,194.65,617.15,841.7,357.1,8778.3
10-04-15,1636.05,319.8,258.3,859.45,1342.7,568.05,2098.75,174.2,820.05,411.95,376.55,26069.1,701.15,389,3797.4,16230.25,399.15,967.25,1042.65,2583.85,137.9,933.8,1290.35,346.65,318.3,580.5,375.05,945.25,2233.95,1422.4,1764,1964.2,1286.75,3666.6,155.65,309.75,152.7,904.35,285.75,1119.75,2653.75,351.1,562.65,78.9,342.7,660.2,2969.05,202.35,617.7,842.6,347.15,8780.35
13-04-15,1596.2,330.8,257.6,862.05,1352,566,2095.3,175.55,818.4,425.7,385.25,26440.6,712.4,392.35,3795.35,16070.7,395.25,976.05,1038.8,2580.7,136.1,949.15,1305.25,351.5,316.9,580.7,376.95,949.75,2238.8,1445.6,1803.5,1981.5,1247.8,3665.2,157.3,311.85,154.35,922.5,286.3,1150.95,2655.5,354.65,556.25,80.15,345.2,664.4,3001.45,200.55,624.2,841.7,346.75,8834
15-04-15,1614.55,325.75,259.95,839.05,1360.55,550.2,2075,178.5,802.4,415.15,377.15,26340.25,692.9,385.95,3753.6,15872.7,394.85,944.5,1031.65,2524.55,135.15,934.7,1290.45,354.95,315,573.35,372.95,946.55,2213.7,1443.9,1787.65,1951.45,1208.9,3680.25,154.35,317.15,151.55,923.65,290,1117.3,2627.75,344.15,540.45,81.2,337.65,659.85,2986.5,206.25,606.65,845.65,343.75,8750.2
16-04-15,1564.2,327.5,252.5,822.25,1417.85,550.8,2088.05,177.15,800.9,418,380.75,26239.55,678.85,383.65,3680.3,15837.2,396.3,954.25,1029.65,2430.1,137.15,933.1,1306.8,350.1,312.5,570.2,363.9,934.45,2194.65,1418.4,1754.3,1900.5,1228.5,3677.9,156.1,327.65,150.7,928.35,292.4,1087.95,2582.8,348.9,541.25,80.2,337.7,656.05,2895.05,204.1,601.95,850.8,340.15,8706.7
17-04-15,1521.65,322.75,246.85,816.8,1334.9,533.7,2065.3,177.6,797.85,405.95,374.9,25574.55,680.4,380.4,3647.15,15311.1,388.85,940.1,1018.25,2410.5,139.75,937.65,1306.7,351.85,310.1,554.75,359.4,876,2179.25,1386.55,1739.75,1770.05,1224.5,3646.8,158,330,150.1,926.85,291.75,1037.75,2474.85,340.5,535.35,80.45,346,641.05,2809.15,211.25,586.85,809.4,336.55,8606
20-04-15,1529.75,313.5,248.05,808.95,1342.35,518.25,2022.05,179.5,803.5,402.3,370.15,24676.2,660,372.05,3567,14762,385.15,924.3,1005.1,2316.35,138.25,913.45,1268.65,341.9,311.15,536.25,359.45,843.75,2132.15,1370.9,1698.45,1786.95,1187.7,3608.05,154.4,321.8,149.8,885.65,287.65,1043.8,2428.8,328.75,533.2,78.75,344.45,632.3,2778.15,207.9,575.4,787.9,327.8,8448.1
21-04-15,1496.15,314.45,240,796.5,1334.9,523.2,1988.45,180.15,799.15,398.3,369.1,24284.05,652.6,374.4,3462,14310.3,376.05,890.65,1003,2329.1,134.3,873.1,1258.15,341.95,310.85,550.3,355.25,837.8,2142.6,1353,1688.75,1759.65,1190.45,3490.15,151.35,320.35,148.85,876.45,289.2,952.2,2427.05,327.65,527.4,77.5,348.25,637.5,2751.2,211.1,578.15,783.75,325.75,8377.75
22-04-15,1557.3,313.7,242.05,785.45,1352.1,540.1,1983.7,179.85,805.05,399.4,367.6,23622.2,656.7,379.2,3570.3,14366.15,376,877.3,1013.1,2409.4,134.65,907.15,1277.2,343.4,312.95,561.15,363.45,846.25,2137.7,1362.25,1745.6,1750.5,1212.95,3462.95,152.7,312.3,147.05,879.75,283.85,967.8,2445.1,328.1,523.5,78.65,351.35,629.8,2792.8,211,544.55,796.05,322.85,8429.7
23-04-15,1518.6,318.6,237.6,786.4,1338,538.2,1991.05,179.45,802.55,399.85,371.9,23720.5,663.95,384.25,3528.8,14747.05,375.6,895,1013.5,2390.55,135.05,902.65,1276.05,342.1,311.85,559.85,368.5,858.75,2122,1377.55,1724.1,1725.85,1198.85,3494.45,149.5,307.95,146.65,877.05,277.65,942,2457.25,319.15,512,79.25,369.45,615.2,2728.3,211.5,534.25,851.3,328.9,8398.3
24-04-15,1531.6,316.3,233.35,771.35,1289.15,527.25,1998.85,174.15,780.5,399.15,373.3,21958.4,637.65,376.25,3484.15,14720.5,368.15,896.95,1006.45,2352.8,131.15,889.5,1245.15,347.95,308.25,554.3,355.8,830.55,1995.2,1368.25,1678.6,1757.15,1172.1,3541.4,149.8,316.85,145.85,878.9,275.55,947.4,2493.05,319.95,516.2,78.1,370.5,587.5,2706.95,204.9,523.2,823.95,320.8,8305.25
27-04-15,1493.95,305.95,230.15,744.8,1215.4,524.2,1984.45,170.85,732.3,391,395.55,20930.4,628.45,377.65,3385.6,14771.05,361.5,883.2,1005.45,2317,130.05,866.65,1211.75,344.85,302.3,557.35,349.6,823.05,1984.65,1336.85,1667.7,1723.15,1165.95,3648.4,148.25,309.35,144.95,875.3,267.05,926.4,2500.2,315.95,516.85,77.6,368.9,587.25,2655.3,210,533.8,811.1,324.25,8213.8
28-04-15,1514.5,306.1,230.55,765.45,1293.35,535,1990.15,173.45,765.15,400.75,401.05,21722.5,631.65,372.4,3412.25,15175.05,357.9,870.5,1004.55,2355.55,131.35,860.6,1228.25,337.55,326.85,574.15,351.45,827.7,1960.9,1342.05,1665.45,1721.75,1182.2,3822.6,151.3,307.55,144.45,865.2,272.5,924.85,2495,322.5,529.85,77.9,371.25,608.6,2688.9,211.9,532.25,826.45,320.8,8285.6
29-04-15,1484.45,312.85,238.3,754.4,1281.9,551.95,1978.65,171.85,755.95,387.35,395.3,21621.25,629.25,370.95,3382.45,15238.1,365.85,887.2,993.15,2372.1,130.6,857.7,1201.15,328.15,330.15,589.9,349.85,833.1,1961.15,1329.8,1655.25,1744.1,1172.65,3766.2,151.6,306.3,143.05,850,271.9,940.5,2487.3,318.45,520.9,77.45,369.95,616.9,2679.25,207.05,541.65,834.55,320.75,8239.75
30-04-15,1433.7,317.55,232.4,762.45,1285.65,567.8,1948.65,169,764.75,381.1,401.3,22503.8,636,362.75,3310.25,15191.6,360.3,880.55,988.8,2328.9,128.6,850.35,1170,322.35,331.15,593.65,361.2,823.8,1942.25,1332.9,1631.3,1772.55,1145,3725.85,150.3,304,142.2,862.35,269.75,938.85,2463.7,310.7,508.25,75.8,360.35,621.35,2672.1,209.85,538.6,839.45,312.05,8181.5
04-05-15,1474.6,347.2,241.3,779.4,1304.3,568.35,2087.9,170.7,783.7,392.9,396.3,22713.05,673.7,369.8,3395.05,15334.6,366.8,919.8,1000.95,2389.55,133.15,861.75,1202.2,330.2,329.3,587.65,364.75,841.7,1993.1,1338.8,1629.3,1814.85,1202.5,3757.75,152.35,328.35,144.15,890.95,277.15,947.75,2481.55,312.25,506.45,77.3,361.65,611.75,2709.05,212.4,541.15,853.9,320.95,8331.95
05-05-15,1471.4,342.7,239.2,781.4,1364.9,565.85,2061.65,170,777.3,387.05,391,22522,662.3,364.4,3402.65,15555.5,373.35,911.95,987.65,2357.45,139.35,879.05,1180.35,326.25,328.45,588.7,364.2,836.55,1962.75,1423.25,1642.4,1811.75,1179.25,3793.05,150.5,342.15,143.15,892.15,272.05,958.45,2517.85,315.75,510.45,76.1,380.1,609.95,2709.2,226.7,544.9,857.45,315.6,8324.8
06-05-15,1413.3,331.2,226.8,760.85,1275.45,543.3,2020.3,162.15,748.2,390.2,385.9,21732.4,636.25,353.1,3353.4,15080.3,365.9,891.15,970.6,2326.4,137.75,858.2,1163.6,318.35,312.15,558.7,336.3,802.95,1922.05,1351.2,1564.65,1754.85,1163.15,3634.55,144.6,327.9,140.6,880.25,265.4,937.15,2463.05,304.9,497.85,73.45,367.65,608.9,2605.7,220.15,532.35,821.05,312.5,8097
07-05-15,1451.95,322.8,231.4,765.75,1236.65,527.35,2067.85,153.45,729.95,393.65,369.45,20936.15,627.8,360.8,3282.9,14806.95,368.05,920.75,951.3,2354.55,134.3,866.25,1154.25,322.55,304.6,541.8,330.85,795.2,1944,1308.2,1568.9,1741,1170.75,3543.6,142.5,320.05,140.3,870.75,260.95,927.9,2545.25,295.1,488.1,71.7,367.3,614.25,2619.15,218.15,538.15,798.4,310,8057.3
08-05-15,1448.5,335.1,233.2,759.4,1284.85,540.8,2123.05,145.1,748.05,397.95,388.2,21608.75,654.7,363.7,3350.45,15781.15,369.1,925.5,982,2300.65,138.95,895.2,1185.35,328,317,559.4,335.35,810.45,1957.95,1329.5,1601.25,1770.35,1180.35,3610.55,142,315.5,140,889.7,261.95,940.25,2527.25,309.35,513.7,73.2,366.7,621.4,2698,217.95,540.5,826.1,309.45,8191.5
