Date,ACC,ADANIPORTS,AMBUJACEM,ASIANPAINT,AUROPHARMA,AXISBANK,BAJAJ-AUTO,BANKBARODA,BPCL,BHARTIARTL,INFRATEL,BOSCHLTD,CIPLA,COALINDIA,DRREDDY,EICHERMOT,GAIL,HCLTECH,HDFCBANK,HEROMOTOCO,HINDALCO,HINDUNILVR,HDFC,ITC,ICICIBANK,IBULHSGFIN,IOC,INDUSINDBK,INFY,KOTAKBANK,LT,LUPIN,M&M,MARUTI,NTPC,ONGC,POWERGRID,RELIANCE,SBIN,SUNPHARMA,TCS,TATAMTRDVR,TATAMOTORS,TATAPOWER,TATASTEEL,TECHM,ULTRACEMCO,VEDL,WIPRO,YESBANK,ZEEL,NIfty Index
30-05-13,1243.95,154.65,182.1,4913.6,176.95,1432.7,1837.9,685.45,383.7,315.4,169.55,9145.45,383,327.7,2107.65,3779.5,320.45,742,725.15,1751.45,106.85,595.55,926.25,354.3,1182.8,,294.5,528.85,2341.45,799.85,1427.45,765.45,1004.65,1637.5,156.6,333.9,114.4,836.8,2088.55,1074.2,1499.4,172.9,317.05,90.15,301.65,978.8,1988.05,157.65,336.1,500,235,6124.05
31-05-13,1218.75,152.05,182.35,4863.1,170.4,1430.55,1820.5,651.65,376.85,301.95,170.5,9148.25,370.55,324.7,2092,3701.6,306.05,744.85,700.5,1736.35,102.4,592.5,890.15,339.9,1154.45,,285.85,517.3,2411.7,782.95,1400.75,737.7,967.55,1605.6,154.2,327.9,113.3,806.3,2046.75,1044.1,1498.45,172.85,313.3,89.4,291.75,967.5,1878.3,163.9,327.65,487.3,226.1,5985.95
03-06-13,1223.4,153.55,178.3,4694.3,177.75,1430.85,1759.5,662.25,367.85,303.4,168.35,9035.45,367.55,326.15,2111.85,3690.35,311.45,742.15,689.15,1670.5,101.4,592.1,869.05,336.05,1145.15,,284.35,509.9,2514.1,770.4,1387.3,753.25,973.8,1568.55,152.2,317,111.4,787.9,2069.85,1017.65,1469.4,172,314.05,88.05,296.5,940.25,1858.55,160.95,324.95,502.7,236.1,5939.3
04-06-13,1218.6,155.35,174.35,4680.3,185.55,1395.45,1767.95,659.8,371.35,304.2,169.7,9040.8,375.2,325,2157.1,3594.2,311.15,735.6,683.05,1670.6,100.85,590.7,854.2,337.3,1138.2,,283.75,509.4,2495.9,767.3,1409.5,769.35,987.2,1546.8,154.05,318.2,113.2,780.2,2028.2,1018.25,1465.35,168.35,306.1,89.05,298.75,942.5,1868.5,157.6,330.9,492.3,238.9,5919.45
05-06-13,1204.95,154.55,171.4,4675.25,186.95,1382.25,1755.9,659.55,373.65,302.45,169.1,9051.25,375.55,323.55,2160.65,3540.7,314.95,726.8,687.95,1665.5,102.5,590.3,843.95,334,1134.4,,282,512.25,2461.25,768.45,1419.75,766.05,986.55,1568.25,153.95,324.6,112.45,802,2031.75,1037,1467.8,170.1,307.3,88.95,299.1,917.6,1853.9,158.25,325,499.7,233.1,5923.85
06-06-13,1208.3,152.5,174.85,4620.05,185.75,1418.1,1745.9,675,373,295.1,168.75,9077.25,375.55,323.3,2137.85,3456.55,310.45,747.65,682.2,1646.35,102.85,590.85,845,334.9,1154.6,,276.55,509.7,2429.65,774.7,1431.55,753.3,991.2,1587.1,150.75,323.9,112.05,792,2048.8,1018.1,1470.75,169.3,306.7,88.25,295.3,925,1894.6,156.7,330,507.6,235.05,5921.4
07-06-13,1205,152.05,171.95,4576.8,184.4,1378.25,1745,657.65,376.2,288.3,165.3,9018.85,373.3,319.7,2190.3,3550.35,307.05,744.2,676.15,1646.9,101.95,591.15,839.35,333.85,1141.7,,270.05,507.15,2446.8,762.9,1412.3,762,966.35,1554.9,147.8,319.3,110.65,783.6,2024.15,1012.45,1518.95,165.5,301.9,88.6,292.05,936.95,1860.2,154.5,334.9,502.6,231.6,5881
10-06-13,1229.1,150.8,172.95,4537.25,175.85,1355.25,1767,651.9,366.3,283.75,162.7,9134.1,374.2,319.95,2181.5,3597.95,303.75,753.45,676.35,1642.55,100.6,592.7,852.6,337,1117.8,,266.45,495.45,2486.75,753.65,1404.45,761.3,976.35,1521.85,150.05,321.05,110,789.35,2011.55,998.65,1525.05,161.75,296.05,87.65,290.6,940.35,1893.45,151.85,343.25,490.5,231.15,5878
11-06-13,1225.4,148.3,175.75,4489.7,171.7,1322.7,1783.2,650.65,359.05,278.7,153.9,9315.45,379.9,311.9,2183.95,3527.65,305.95,755.7,664.9,1653,94.35,593.5,831.15,334.35,1076.5,,260.45,476.9,2475.5,749.4,1403.05,756.5,946.9,1490.45,150.2,308.2,107.85,785.6,1997.5,982.4,1501.55,156.8,293.15,82.35,281.2,968,1857.7,147.2,345.05,471.95,222.5,5788.8
12-06-13,1211.95,144.15,174.3,4496.1,174.65,1274.45,1743.15,651.75,362.7,277.75,152.25,9051.8,384.05,303.05,2178.45,3495.8,304.95,763.65,663.95,1610.35,92.3,593.65,820.75,331,1081.25,,260.15,492.6,2421.35,746.35,1396.6,771.05,947.3,1479.65,151.15,309.2,108,790.8,2006.05,980.7,1468.1,154.75,293.55,79.8,273.75,978.8,1841.1,144.35,344.35,468.75,217.1,5760.2
13-06-13,1204.8,143.3,175.05,4444.2,165.75,1270.65,1708.3,625.05,357.3,287.7,153.75,8993.35,378.5,298.9,2159.05,3482.85,296.55,757.55,655.1,1614,96.8,594.7,812.2,327,1068.85,,250.7,488.8,2379.9,743.4,1393.75,761.15,923.85,1456.6,149.7,309.1,105.75,789.8,2018.8,949.4,1445.65,149.5,282.95,78.15,266.15,971.65,1822.25,139.65,340,456.75,216.7,5699.1
14-06-13,1214.85,148.6,178.05,4559.5,169.65,1298,1764.65,634.1,368.9,289.45,155,9007.7,377.9,300.95,2175.85,3514.35,302.65,763.7,665.05,1605.8,103.65,593.6,835,331.75,1102.15,,251.85,482.1,2394.95,756.7,1440.75,783.45,949,1514.15,152,311.25,109.1,814.65,2045.85,953.55,1450.7,155.45,296.8,81,274.15,965.75,1874,142.1,337.55,478.65,220.8,5808.4
17-06-13,1205.2,150,179.1,4575.35,181.1,1316.05,1808.8,635.65,366.9,296,152.1,9033.05,380.25,301.9,2146.45,3555,299.7,776.3,667.35,1627.25,102,595.9,844.4,331.85,1101.45,,253,486.1,2422.6,756.15,1455.2,788.95,989.35,1535.25,150.65,312.85,108.2,825.55,2065.8,972.7,1452.45,156.25,299.45,82.35,277.05,971.4,1911.25,140.25,338.05,483.95,224.35,5850.05
18-06-13,1214.6,153.95,179.1,4575.25,181.35,1286.6,1828.75,617.2,364.85,291.95,151.8,9031.55,379.65,303.05,2130.95,3618.7,294.35,779.8,657.45,1637.6,101.3,595.65,834,330.15,1090.95,,248.3,477.6,2446.55,762.8,1437.85,790.35,983.75,1538.55,146.8,307.75,108.4,823.4,2043.6,971.9,1443.8,150.85,297.6,83.3,285.1,977.85,1865.9,141.9,341.2,475.15,229.45,5813.6
19-06-13,1216.1,150.35,183.7,4610.55,181.6,1285.05,1835.65,614.95,364.75,299.55,154.9,9000,379.5,299.55,2099.7,3668.45,297.85,779.75,665.2,1620.65,104.3,594.75,842.75,329.9,1086.7,,240.65,478.45,2438.35,766.15,1437.8,795.25,979.9,1543.75,145,308.85,107.5,831.7,2045.8,961.25,1427.7,149.8,292.1,82.8,291.1,1012.3,1837.9,145.95,343.5,478.2,231.4,5822.25
20-06-13,1178.05,148.9,184,4573.65,172.15,1239.8,1820.35,577.15,351.35,288.8,144.95,8983.95,379.1,295.9,2077.65,3660.6,291.4,759.85,636.6,1602.45,97.75,593.3,817.55,322.7,1046.15,,240.65,449.25,2369.1,738.6,1395.8,780.1,942.9,1525.15,140.2,299.45,105.85,798,1997.55,969.35,1404.5,144.45,288.75,80.95,272.55,984.35,1817,139.85,347.5,459.5,227.95,5655.9
21-06-13,1163.6,151.45,186.35,4557.7,170.8,1259.7,1830.05,549.7,348.35,291.95,147.15,8917.35,381.3,298.6,2121.4,3561.65,289.65,758.75,635.25,1625.95,94,590.65,820.7,322.35,1044.85,,234.9,464.3,2418.75,729.5,1392.8,787.45,939.65,1554.65,143,307.75,107.2,792.85,1989.1,948.5,1422.25,141.95,287.05,81.5,272.05,995.5,1813.15,138.4,348.4,452.75,235.55,5667.65
24-06-13,1164.7,150.75,179.6,4393.2,172.75,1243.05,1794.55,550.45,338.95,283.45,148.45,8800.55,380.1,297,2103.05,3399.65,285.25,760.75,625.35,1578.9,94.1,583.95,824.8,314.4,1049.15,,219.05,453.7,2380.4,693.7,1354.6,796.75,926.95,1544.45,142,298.8,105.9,792.65,1948.45,947.15,1410.7,137.7,283.9,82.2,266.65,1002,1781.7,134.3,346.55,440.9,230.85,5590.25
25-06-13,1171.85,145,183.1,4361.5,175.6,1231.45,1799.55,566.5,344.95,295.3,142.35,8578.7,379.4,294.2,2099.65,3351.05,286.1,751.05,634,1579.3,97.05,587.75,817.45,319.7,1032.85,,222.6,471.7,2373.9,718.3,1367.3,773.9,956.8,1545.2,138.05,311.4,103.1,803.8,1907.8,948.75,1392.3,133.65,281.45,80.45,266.45,1009.85,1786.25,134.25,343.75,447.65,225.9,5609.1
26-06-13,1168.3,147.8,177.6,4493,170.65,1248.4,1787.1,565.8,348.55,277.7,143.9,8576.5,379.6,288.45,2095.85,3367.95,296.45,767.05,622.85,1637.55,94.7,588.35,815.6,322.95,1026.15,,221.8,455.2,2399.4,688.25,1352.55,760.05,911.15,1544.75,141.3,308.45,106,803.6,1900.05,939.2,1437.7,132.35,272.65,80.45,264.6,1038.8,1775.65,134.4,348.1,448.45,228.75,5588.7
27-06-13,1202.7,149.75,181.9,4538.1,176.95,1275.05,1838.2,566.35,345.65,280.75,148.9,8678.05,387.7,287.3,2159.25,3306.75,299.05,795.4,646.5,1648.45,95.8,588.95,837.15,321.7,1030.55,,223.45,455.65,2482.8,702.1,1350.4,771.95,933.65,1521.2,140.3,320.25,106.55,830,1912.5,971.6,1491.9,135.1,270.3,81.4,264.15,1080.8,1877.6,138.4,347.1,443.3,236.1,5682.35
28-06-13,1222.65,150.3,186.85,4636.5,180.6,1325.2,1923.95,574.15,366.95,291.75,152.9,9047.9,391.95,302.55,2218.85,3276.9,313.3,776,669.5,1663.05,99.8,585.15,879.05,324.35,1070.75,,234.75,467.45,2498.85,722.2,1407.9,781.45,970.6,1537.75,143.75,331.1,111.3,862.6,1953.8,1011.55,1518.15,140.9,281.3,86.3,273.75,1059.8,1877,142.8,349,461.1,236.05,5842.2
01-07-13,1220.05,151.55,189.05,4712.5,186.9,1348.8,1922.9,590.9,374.35,296.15,153.05,8915.15,397.75,305,2263.8,3464.65,324.9,758.4,668.75,1698.6,101.9,587.4,889.65,325.95,1067.9,,236.6,471.95,2451,723.95,1451.65,777.15,986.75,1605.45,148.15,328,112.9,885.7,2015.6,1005,1492.35,143.05,289.8,88.65,280.7,1034.45,1932.3,149.05,351.25,470.15,247.6,5898.85
02-07-13,1234.3,150.05,186.5,4677.6,185.75,1308.5,1913.3,590.8,371.55,302.85,152,8873.1,397.2,299.45,2263.4,3534.8,332.55,766.1,656.55,1681.25,102.45,587.85,875.15,324.85,1079.1,,236.6,476.45,2403.95,715.75,1429.5,801.2,978.9,1578.65,145.6,321.9,111.35,871.85,1989.9,1007.85,1500.55,143.8,286.45,86.7,281.95,1002.2,1923.2,151,352.95,468.45,240.3,5857.55
03-07-13,1204.8,149.15,188.4,4571.3,184.6,1277.85,1890.05,543.95,357.4,294.55,153.95,8803.1,396.95,297.4,2210.85,3591.55,329.25,767.7,650.65,1655.8,98.9,587.85,853.6,326.35,1064,,225.7,467.25,2404.5,698.85,1392.65,830.45,980.05,1560.95,144.15,311.1,108.3,850.85,1898.75,1019.75,1489.8,140.35,284.2,82.55,269.55,999.1,1909,143.95,343.35,463.35,241.95,5770.9
04-07-13,1236,148.9,188.65,4565.2,185,1264.95,1876.6,546.55,366.6,301.15,153.75,8626.5,394.6,299.5,2222.8,3561.1,333.75,799.75,655.15,1656.1,99.95,601.4,852.1,338.85,1063.7,,224.4,472.3,2468,699.55,1402.15,850.65,982.05,1557.35,144.05,309.1,107.65,861.65,1899.95,1030.7,1538.3,145.4,292.3,85.55,264.8,1031.45,1907,142.05,349.65,470.2,241.7,5836.95
05-07-13,1238.45,148.4,190.2,4668.8,188.1,1288.05,1879.5,558.55,365.4,295.85,152.5,8724.3,399.05,296.85,2238.85,3614.6,326.95,795.65,667.75,1648.9,99.95,609.35,850.1,342.6,1051.55,,225.25,475.05,2456.2,702.65,1408.8,835,971.65,1554.55,143.65,316.05,107.6,880.35,1894.45,1035.75,1530.2,147,296.2,85.8,264.7,1038.65,1926.25,143.2,350.95,465.3,238.6,5867.9
08-07-13,1256.55,149.2,193.15,4672.95,192.6,1252.55,1863.05,554.85,345.7,293.6,150.95,8636.3,396.5,290,2248.75,3658.4,317.95,818.8,660.45,1653.65,100.15,609.7,824.05,346.7,1027.95,,217,492.2,2468.15,692.25,1403.05,828.05,947.7,1551.05,140.4,303.85,105.3,866.95,1873.2,1042.65,1506.65,142.75,287.8,85,259.9,1045.7,1888.05,141,355.5,466.8,242.15,5811.55
09-07-13,1250.75,149.3,195.15,4762.55,192.15,1264.35,1898.2,568.5,345.6,291.65,150.9,8726.65,400.15,291.4,2284.2,3699.4,317.35,822.75,670.3,1659.7,100.85,604.95,830.05,347.45,1034.35,,219.5,503.5,2498.2,714.05,1428.3,835.5,938.1,1543.85,142.3,302.15,109.85,874.8,1894.65,1079.7,1504.9,142.5,289.1,85.55,261.65,1042.7,1930.25,143.45,360.15,478.65,246.9,5859
10-07-13,1249.9,149.25,193.95,4782.8,191.5,1256.75,1862.4,552.45,335.05,290.1,151.9,8667.5,400.1,289.9,2261.5,3735.5,314.65,839.6,659.3,1652.35,98.2,594.95,827.5,345.55,1038.55,,219.15,495.95,2501.15,726.35,1413.7,860.85,912.55,1543.5,141.1,296.15,108.15,856,1876.3,1081.45,1511.95,137.85,284.05,86.4,256.2,1079.25,1953.2,141.5,364.85,476.2,242.25,5816.7
11-07-13,1250.25,150,197.85,4874.5,191.45,1287.75,1876.55,568.2,339.35,300.05,155.85,8661.4,400,298.45,2295.85,3767,320.5,840.65,683.25,1697.5,102.8,601.05,854.8,353.4,1057.95,,222.25,510.7,2528.35,745.8,964.85,868.35,917.8,1505.55,143.85,304.75,110.35,870.05,1911.35,1095.35,1564.55,138.5,284.9,88.3,261.05,1066.45,1980.15,150.4,364,486.55,237.15,5935.1
12-07-13,1241.4,151.85,197.15,4826.7,191.5,1291.55,1869.65,570.9,343.95,305.5,157.05,8601.7,405.45,299.95,2349.45,3783.45,322.7,862.6,695.75,1715.1,101.8,601.6,851.3,350.6,1060.4,,223.7,502.85,2804.2,758.1,995.5,869.2,907.25,1447.95,146.1,296.55,110.3,889.95,1893.4,1108.7,1609.85,141.75,292.5,89.6,262.65,1121.9,1939.7,152.05,375.6,490.45,238.3,6009
15-07-13,1242.05,149.3,197,4812.65,189.9,1308.9,1901.7,590.5,340.5,314.45,157,8596.85,407.7,292.3,2347.65,3807.5,323.05,875.25,695.45,1725,105.4,614.2,848.5,352.6,1061.05,,227.35,506.35,2742.7,757.45,1006.4,875.3,928.2,1446.6,142.35,296.1,110.05,896.85,1912.3,1110.95,1641.75,139.7,288.45,88.6,257.45,1111.9,1941.65,156.4,381.9,500.35,239.9,6030.8
16-07-13,1257.75,148.6,200.3,4835.85,182.65,1230.85,1907.55,565.4,347,321.1,155.75,8567.5,402.2,294.45,2278.4,3776.15,323.95,877,678.7,1692.35,103.9,623.1,816.05,360.05,1003.45,,229.45,466.4,2728.8,712.85,971.25,874.45,913.5,1411.25,143.2,299.75,110.2,900.6,1827.65,1119.6,1649.35,139.2,291.55,89.2,251.6,1092.4,1933.5,152.15,375.4,450.95,240,5955.25
17-07-13,1274.65,146.7,206.45,5011.55,175.6,1193.7,1909.55,547.8,342.2,316.05,154.8,8666.3,406.8,291.2,2311.15,3861.4,321.7,875.25,662.9,1685.35,101.9,685.05,817.1,368.35,980.25,,225.15,453.9,2750.85,711.4,968.2,874.95,893.15,1421.15,147.55,300.8,110.9,914.95,1806.7,1112.8,1678.5,135.8,285.25,91,243.2,1094.4,1940.15,150.85,387.1,426.85,241.85,5973.3
18-07-13,1275.35,149.75,211.35,5213.1,181.2,1238.2,1896.7,566.85,343.55,323.65,156.1,8647.3,413.3,291.1,2339.5,3877.4,324.5,858.85,684.1,1731.75,104.4,688.05,829.05,368.65,984.45,,228.75,465,2800.75,711.7,985.3,890.4,874.75,1445.55,146.5,314.65,111,917.25,1824.25,1118.4,1660.4,138.15,286.9,93.1,244.7,1091.3,1924.35,149.6,385.85,440.45,247.15,6038.05
19-07-13,1275.5,146.7,207.3,5165.4,173.85,1191.9,1966,571.3,346.65,329.85,154.85,8698.9,415.55,297,2346.1,3839.65,332.7,892.25,680,1772.9,103.65,686.1,803.2,369.05,959.3,,225.35,445,2847.45,690.85,974,899.2,879.25,1451.5,143.7,316.95,111.35,923.7,1811.3,1080.15,1742.8,140.65,294.65,92.5,241,1132.3,1930.25,146.05,391.4,424.6,239.9,6029.2
22-07-13,1241.05,145.65,197.55,5050.3,174.05,1200.1,1985.35,589.2,346.25,336.1,153.3,8635.25,411.55,300.2,2319.45,3806,330.05,890.25,682.05,1789.85,104.35,697.15,830.3,368.8,974.45,,224.75,459.05,2876.75,700.65,901.5,890.35,902.7,1448.45,143.05,307.35,111.15,909.05,1824.7,1110,1746.5,142.15,297.85,93.55,233.8,1171.7,1919.6,145.8,392.95,423.9,242.35,6031.8
23-07-13,1249,146.8,196.5,4941.05,175.65,1202.85,1975.5,620.25,352.75,330.1,151.5,8597.1,409.15,298.55,2361.25,3726.1,332.25,900.45,683.6,1789.6,105.15,718.8,826.85,375.75,989.65,,225.7,462.95,2901.95,730.1,901.1,881.25,921.3,1448.7,143.3,312.15,110.15,909.55,1860.95,1106.5,1749.8,143.45,298.8,94.5,234.6,1179.15,1910.65,147.85,384.2,438.65,243.8,6077.8
24-07-13,1230.55,145.65,191.2,4986.05,172.95,1125.15,2001.8,590.3,348.05,337.4,150.3,8595.55,415.3,298.35,2346.2,3731.25,330.35,900.1,659.95,1754.5,103.25,709.45,803.25,375.8,951.8,,223.2,423.55,2908.6,689.45,867.35,870.15,893.75,1416.05,141.2,308.4,110,909.35,1801.25,1127.25,1782.8,141.35,297.3,92.4,229.6,1207.65,1918.8,143.35,392.35,383.35,244.4,5990.5
25-07-13,1195.25,147.35,171,5080.4,178.95,1127.25,2001.85,583.05,350.15,337.1,149.1,8567.5,409.3,294.35,2317.95,3649.15,329.35,902.4,653.85,1828.15,102.2,687.95,800.8,358.9,934.85,,220.25,422.45,2915.3,685.15,854.35,864.75,879.95,1414,140.25,305.45,110.15,890.75,1798.15,1095.3,1795.75,139.05,299.9,89.65,222.85,1179.7,1854.15,139.95,376.25,373.7,259.45,5907.5
26-07-13,1211.9,143.6,178.05,5075.55,179.55,1107.5,2032.15,575,350.35,337.2,150.1,8640.3,415.05,282.25,2294.45,3701.7,319.1,903.8,644.1,1865.45,94.45,663.7,805.55,368.15,931.55,,223.35,420.15,2913.3,679.95,845.75,854.85,894.85,1375.4,141.05,303.6,108.35,890.15,1765.25,1117.3,1774.5,135.8,289.95,88.95,218.9,1217.75,1864.95,131.2,381.95,367.1,252.1,5886.2
29-07-13,1194.45,139.45,171.15,5118.2,177.5,1098.25,1996.2,564.85,340.4,334,145.05,8855.7,412.25,273.35,2217.7,3648.55,317.85,896.8,632.5,1877.95,90.65,638.55,806.6,357.95,928.6,,213,412.45,2921.2,661.9,841.15,855.9,897.75,1348.2,142,297.6,108.1,885.7,1740.05,569.25,1779.2,137.3,295.75,88.2,215.4,1248.6,1880.6,125.4,408.05,363.45,250.95,5831.65
30-07-13,1174.35,135.7,167.85,510.75,165.25,1093,1925.8,554.3,311.3,321.1,149.4,8934.2,408.7,274.8,2177.25,3491.45,306.15,905.65,625.35,1850.75,86.5,627,807.85,350.6,926.05,,195.45,398.7,2955.7,650.35,849.9,840,896.85,1342.4,137.7,280.7,105.55,857.35,1723.3,575.65,1792.3,129.15,284.9,86.4,209.4,1232.25,1871.75,123.75,418.8,348.7,243.1,5755.05
31-07-13,1173.55,125.25,167.5,507.6,169.3,1034.55,1934.75,561.6,323.75,344.5,148.8,9004.15,400.3,281.55,2281.2,3489.25,301.2,937.55,609.75,1819.4,90.1,612.55,800.45,341.7,909.05,,204.9,387.45,2969.65,652.35,847.15,871.15,911.4,1326.3,130.7,290.7,101.1,872.05,1708.4,565.3,1815.5,130.5,290.5,88.05,215.7,1246.3,1836.65,127.85,438,324,247.1,5742
01-08-13,1148.65,140.95,167.45,498.2,163.2,1085.8,1933.8,514.65,304.55,343.25,148.4,8838.85,403.35,270.1,2278.45,3471.95,305.05,930.7,632.2,1815.1,87.5,635.2,817,339.4,914.2,,195.55,392.95,2974.65,666.3,845,873.85,871.5,1340.3,131.55,278.85,102.85,850,1683.2,568.25,1815.4,132.6,288.95,88,210.15,1251.6,1817.95,127.2,436.4,327.65,237.95,5727.85
02-08-13,1174.9,125.25,171.3,497.45,157.9,1103.2,1909.25,487.65,289.85,345.25,148.8,8727.85,399.9,254.6,2238.7,3497.2,304.6,935.95,631.25,1801.8,86.7,615.95,808.35,332.95,887.1,,193.05,390.45,3008.8,653.5,830.15,890.95,854.75,1337.7,129.85,277.9,91.35,857.35,1680.6,555.2,1845.85,132.9,290.45,84.5,202.35,1233.2,1779.15,123.9,438.7,308.7,242.1,5677.9
05-08-13,1187.85,123.25,177.55,472.8,148.65,1124.35,1875.95,503.85,281.85,336.35,149.9,8574.3,395.75,263.1,2209.95,3460.3,305.15,949.65,632.7,1854.15,86.3,618.8,798.95,335.4,902.45,,194.35,390.9,3009.05,660.9,813.75,895.45,864.6,1343.9,135.25,276.4,93.3,861.55,1682.25,549.5,1867.2,126.55,284.75,84,207.9,1263.8,1773.4,129.95,449.25,299.6,253.3,5685.4
06-08-13,1162.2,130.05,179.15,437.35,148.7,1089.85,1808.75,488.75,261.45,322.9,146.5,8348.5,391.5,256.8,2198.2,3303.9,302.9,944.45,608.65,1848.2,85.55,608.35,751.85,330.25,866.35,198.55,192.9,360.15,2987.35,638.15,795.25,887.55,854.15,1331.95,134.85,267.35,93.55,841.05,1641.4,538.3,1870.1,125.85,287.55,71.4,198.25,1233.4,1670.6,125.05,451.3,275.15,240.1,5542.25
07-08-13,1159.95,134.2,177.3,423.2,158,1068.75,1771.55,502,273.65,326.25,147.1,8484.9,390.35,262.5,2254.65,3201.7,304.7,906.6,601.2,1834.65,86.5,603.2,729.7,322.1,868.25,196.35,195.45,372.15,2963.35,640.9,779,828.3,842.6,1330.85,136.4,272.75,93.3,872.45,1716.1,522.05,1822.7,124.5,278.9,77,207.95,1229.4,1642.6,130.95,451.05,293.6,235.15,5519.1
08-08-13,1161.4,142.2,179,430.8,161.3,1085.6,1782.3,513.05,276,337.3,150.2,8519.55,409.4,269.15,2224,3319,303.05,905.9,610.5,1847.95,91.7,600,746.95,325.35,875.05,195.1,195.5,375.2,2964.55,652.75,780,801.35,863.7,1385.05,137.1,273.1,96,865.65,1664.15,505.7,1845.4,126.1,278.8,77.7,218.8,1244.65,1671.85,131.45,447.15,283.05,240,5565.65
12-08-13,1168.4,144.35,178.75,436.9,180.7,1070.45,1807.6,517.55,283.85,341.8,150.7,8508.55,415.5,274.35,2181.15,3280.4,300.15,933.35,602.2,1906.5,94.05,615.65,769.75,335.65,867.05,192.4,200.25,372.9,3005.4,650.05,797.8,820.05,861.25,1380.2,138.35,278.1,95.1,845.65,1605.35,541.7,1814,131.05,281.3,75.45,236.55,1266.5,1688.85,135.25,454.7,301.2,242.95,5612.4
13-08-13,1160.8,144.35,174.35,439.95,187.1,1142.75,1858.8,519.55,286.05,346.4,149.85,8584.8,424.85,268.7,2238.25,3269.8,308.6,940.6,620.5,1942.65,91.4,621.6,791.95,334.2,892.55,191.2,200.8,384.25,3083.6,659.1,803.75,838.8,873.75,1396.95,143.75,274.95,96.15,852.9,1619.95,547.45,1819.8,136.75,290.85,76.4,241.4,1331.05,1695.7,136.1,467.6,309.7,248.6,5699.3
14-08-13,1189.55,145.45,176.65,434.75,190.5,1149.6,1908.6,524,304.5,343.3,150.1,8517.8,420.4,270.75,2211.1,3299.9,319.2,920.2,621.35,1935.95,98.2,616.6,780.7,334.85,905.95,201.75,214.85,380.65,3069.65,661.3,799.45,847.4,873.45,1391.2,144.3,288.85,97.1,865,1624.4,550.55,1833.5,148.4,319.1,78.2,250.1,1321.15,1727.75,139.7,460.1,291.45,258.85,5742.3
16-08-13,1158.9,141.95,173.4,418.7,186.1,1048.95,1848.35,479.25,290.2,335.65,150,8408.35,414.7,258.3,2166.15,3167.7,298.3,921,587.9,1985.35,93.55,599,737.9,320.4,858.6,189.1,210.45,356.4,2978.4,632.25,757.45,817.55,840.1,1325.1,139.65,271.8,98,826.7,1570.6,542.45,1780.9,146.05,313.95,73.45,235.35,1324.45,1684,130.25,456.5,258.3,248.8,5507.85
19-08-13,1124.5,131.25,165,427.2,183.7,988,1763.05,450.45,288.4,317.6,148.8,8237.9,400.2,257.05,2141.1,3099.7,299.35,931.45,584.7,1921.15,96.05,589.3,735.5,313.9,815.35,191.6,208.05,339.95,3005,620.8,737.6,793.8,810.25,1308.45,136.75,261.95,96.5,820.25,1530.5,520.1,1777.45,145.75,301.7,74.95,246.85,1294,1654.65,129.85,456.45,241.5,244.85,5414.75
20-08-13,1075,127.7,162.5,417.8,185.05,981.3,1756.75,450.85,297.65,318.45,146.4,8026.25,402.2,262.65,2138.75,3089.55,296.95,899.15,584.75,1900.45,97.35,590.6,726.25,315.3,830.4,189.95,210.3,337.3,3006.65,634.2,732.5,777.25,791.5,1297.9,136.15,256.6,96.45,825.35,1554.05,507.35,1736.4,144.7,287.95,73.55,257,1249.8,1647.1,151.1,448.25,242.8,239.65,5401.45
21-08-13,1006.25,126.7,155.75,415.15,172.25,977.95,1734.5,452.85,284.45,298.75,139.1,8151.45,392.7,260.45,2046.6,3050.95,298.05,885.9,593.35,1870.7,93.3,589.4,747.25,300.85,829.55,191.6,211.15,358.85,2958.75,624.55,709.4,768,783.95,1284.45,130.65,250.7,97.6,783.6,1548,482.45,1717.8,143.2,283.35,74,248.15,1239.75,1625.9,137.5,441.95,255.05,236.25,5302.55
22-08-13,999.25,122.3,158,420.3,180.1,969.65,1776.7,460,295.35,313,140.4,8191.4,401.4,267.85,2108.55,3088.65,305.6,902.35,588.7,1898.95,104,592.65,735.9,307.95,831.1,193.15,209.7,366.4,3020.2,630.6,724.4,777.1,793.2,1285.7,131.15,269.65,98.1,806.1,1564.75,502.2,1778.95,146.1,291.95,74.65,274.1,1270.9,1634.45,155.8,444.7,242.5,232,5408.45
23-08-13,989.7,123.35,159.55,420.05,179.75,981.5,1779.6,470.8,301.1,308.95,138.25,8188.05,396,269.75,2119.75,3199.6,304.8,946.35,607.55,1899.25,103.8,601.35,740.85,308.5,853.05,209.75,213.25,370.15,3000.7,642.55,739,789.15,813.8,1293,129.05,276.7,97.8,819.5,1559.1,507.35,1829.45,148.9,300.95,78.05,282.3,1366.2,1580.7,153.05,448.2,259.25,228.25,5471.75
26-08-13,1002,123.8,163.8,427.85,182.7,934.1,1780.65,473.3,305.3,307.05,132.3,8150.85,399.25,271.25,2150.85,3326.9,295.05,944.55,611.3,1945.25,104.4,608.5,744,307.5,830.45,203.7,214.7,374.55,3030.7,633.15,746.35,774,807.9,1308.15,132.4,268.05,97.95,822.6,1557.25,517,1842,148.85,298.1,77.7,277.15,1379.65,1596.4,167.7,459.1,261.2,234.65,5476.5
