Dates,BAJAJ-AUTO,BANKBARODA,BHARTIARTL,BOSCHLTD,BPCL,IBULHSGFIN,ICICIBANK,INDUSINDBK,INFRATEL,INFY,IOC,KOTAKBANK,ITC,HDFC,Unilever,HNDLCO,Hero_MC,HDFC_Bank,NIfty Index,TATASTEEL,TECHM,ULTRACEMCO,SESAGOA,WIPRO,YESBANK,ZEEL,ACC,ADANIPORTS,AMBUJACEM,ASIANPAINT,AUROPHARMA,AXISBANK,CIPLA,COALINDIA,DRREDDY,EICHERMOT,GAIL,HCLTECH
30-May-13,1837.9,685.45,315.4,9145.45,383.7,,1182.8,528.85,169.55,2341.45,294.5,799.85,354.3,926.25,595.55,106.85,1751.45,725.15,6124.05,301.65,978.8,1988.05,157.65,336.1,500,235,1243.95,309.3,182.1,4913.6,176.95,1432.7,383,327.7,2107.65,3779.5,320.45,742
31-May-13,1820.5,651.65,301.95,9148.25,376.85,,1154.45,517.3,170.5,2411.7,285.85,782.95,339.9,890.15,592.5,102.4,1736.35,700.5,5985.95,291.75,967.5,1878.3,163.9,327.65,487.3,226.1,1218.75,304.1,182.35,4863.1,170.4,1430.55,370.55,324.7,2092,3701.6,306.05,744.85
03-Jun-13,1759.5,662.25,303.4,9035.45,367.85,,1145.15,509.9,168.35,2514.1,284.35,770.4,336.05,869.05,592.1,101.4,1670.5,689.15,5939.3,296.5,940.25,1858.55,160.95,324.95,502.7,236.1,1223.4,307.1,178.3,4694.3,177.75,1430.85,367.55,326.15,2111.85,3690.35,311.45,742.15
04-Jun-13,1767.95,659.8,304.2,9040.8,371.35,,1138.2,509.4,169.7,2495.9,283.75,767.3,337.3,854.2,590.7,100.85,1670.6,683.05,5919.45,298.75,942.5,1868.5,157.6,330.9,492.3,238.9,1218.6,310.7,174.35,4680.3,185.55,1395.45,375.2,325,2157.1,3594.2,311.15,735.6
05-Jun-13,1755.9,659.55,302.45,9051.25,373.65,,1134.4,512.25,169.1,2461.25,282,768.45,334,843.95,590.3,102.5,1665.5,687.95,5923.85,299.1,917.6,1853.9,158.25,325,499.7,233.1,1204.95,309.1,171.4,4675.25,186.95,1382.25,375.55,323.55,2160.65,3540.7,314.95,726.8
06-Jun-13,1745.9,675,295.1,9077.25,373,,1154.6,509.7,168.75,2429.65,276.55,774.7,334.9,845,590.85,102.85,1646.35,682.2,5921.4,295.3,925,1894.6,156.7,330,507.6,235.05,1208.3,305,174.85,4620.05,185.75,1418.1,375.55,323.3,2137.85,3456.55,310.45,747.65
07-Jun-13,1745,657.65,288.3,9018.85,376.2,,1141.7,507.15,165.3,2446.8,270.05,762.9,333.85,839.35,591.15,101.95,1646.9,676.15,5881,292.05,936.95,1860.2,154.5,334.9,502.6,231.6,1205,304.1,171.95,4576.8,184.4,1378.25,373.3,319.7,2190.3,3550.35,307.05,744.2
10-Jun-13,1767,651.9,283.75,9134.1,366.3,,1117.8,495.45,162.7,2486.75,266.45,753.65,337,852.6,592.7,100.6,1642.55,676.35,5878,290.6,940.35,1893.45,151.85,343.25,490.5,231.15,1229.1,301.6,172.95,4537.25,175.85,1355.25,374.2,319.95,2181.5,3597.95,303.75,753.45
11-Jun-13,1783.2,650.65,278.7,9315.45,359.05,,1076.5,476.9,153.9,2475.5,260.45,749.4,334.35,831.15,593.5,94.35,1653,664.9,5788.8,281.2,968,1857.7,147.2,345.05,471.95,222.5,1225.4,296.6,175.75,4489.7,171.7,1322.7,379.9,311.9,2183.95,3527.65,305.95,755.7
12-Jun-13,1743.15,651.75,277.75,9051.8,362.7,,1081.25,492.6,152.25,2421.35,260.15,746.35,331,820.75,593.65,92.3,1610.35,663.95,5760.2,273.75,978.8,1841.1,144.35,344.35,468.75,217.1,1211.95,288.3,174.3,4496.1,174.65,1274.45,384.05,303.05,2178.45,3495.8,304.95,763.65
13-Jun-13,1708.3,625.05,287.7,8993.35,357.3,,1068.85,488.8,153.75,2379.9,250.7,743.4,327,812.2,594.7,96.8,1614,655.1,5699.1,266.15,971.65,1822.25,139.65,340,456.75,216.7,1204.8,286.6,175.05,4444.2,165.75,1270.65,378.5,298.9,2159.05,3482.85,296.55,757.55
14-Jun-13,1764.65,634.1,289.45,9007.7,368.9,,1102.15,482.1,155,2394.95,251.85,756.7,331.75,835,593.6,103.65,1605.8,665.05,5808.4,274.15,965.75,1874,142.1,337.55,478.65,220.8,1214.85,297.2,178.05,4559.5,169.65,1298,377.9,300.95,2175.85,3514.35,302.65,763.7
17-Jun-13,1808.8,635.65,296,9033.05,366.9,,1101.45,486.1,152.1,2422.6,253,756.15,331.85,844.4,595.9,102,1627.25,667.35,5850.05,277.05,971.4,1911.25,140.25,338.05,483.95,224.35,1205.2,300,179.1,4575.35,181.1,1316.05,380.25,301.9,2146.45,3555,299.7,776.3
18-Jun-13,1828.75,617.2,291.95,9031.55,364.85,,1090.95,477.6,151.8,2446.55,248.3,762.8,330.15,834,595.65,101.3,1637.6,657.45,5813.6,285.1,977.85,1865.9,141.9,341.2,475.15,229.45,1214.6,307.9,179.1,4575.25,181.35,1286.6,379.65,303.05,2130.95,3618.7,294.35,779.8
19-Jun-13,1835.65,614.95,299.55,9000,364.75,,1086.7,478.45,154.9,2438.35,240.65,766.15,329.9,842.75,594.75,104.3,1620.65,665.2,5822.25,291.1,1012.3,1837.9,145.95,343.5,478.2,231.4,1216.1,300.7,183.7,4610.55,181.6,1285.05,379.5,299.55,2099.7,3668.45,297.85,779.75
20-Jun-13,1820.35,577.15,288.8,8983.95,351.35,,1046.15,449.25,144.95,2369.1,240.65,738.6,322.7,817.55,593.3,97.75,1602.45,636.6,5655.9,272.55,984.35,1817,139.85,347.5,459.5,227.95,1178.05,297.8,184,4573.65,172.15,1239.8,379.1,295.9,2077.65,3660.6,291.4,759.85
21-Jun-13,1830.05,549.7,291.95,8917.35,348.35,,1044.85,464.3,147.15,2418.75,234.9,729.5,322.35,820.7,590.65,94,1625.95,635.25,5667.65,272.05,995.5,1813.15,138.4,348.4,452.75,235.55,1163.6,302.9,186.35,4557.7,170.8,1259.7,381.3,298.6,2121.4,3561.65,289.65,758.75
24-Jun-13,1794.55,550.45,283.45,8800.55,338.95,,1049.15,453.7,148.45,2380.4,219.05,693.7,314.4,824.8,583.95,94.1,1578.9,625.35,5590.25,266.65,1002,1781.7,134.3,346.55,440.9,230.85,1164.7,301.5,179.6,4393.2,172.75,1243.05,380.1,297,2103.05,3399.65,285.25,760.75
25-Jun-13,1799.55,566.5,295.3,8578.7,344.95,,1032.85,471.7,142.35,2373.9,222.6,718.3,319.7,817.45,587.75,97.05,1579.3,634,5609.1,266.45,1009.85,1786.25,134.25,343.75,447.65,225.9,1171.85,290,183.1,4361.5,175.6,1231.45,379.4,294.2,2099.65,3351.05,286.1,751.05
26-Jun-13,1787.1,565.8,277.7,8576.5,348.55,,1026.15,455.2,143.9,2399.4,221.8,688.25,322.95,815.6,588.35,94.7,1637.55,622.85,5588.7,264.6,1038.8,1775.65,134.4,348.1,448.45,228.75,1168.3,295.6,177.6,4493,170.65,1248.4,379.6,288.45,2095.85,3367.95,296.45,767.05
27-Jun-13,1838.2,566.35,280.75,8678.05,345.65,,1030.55,455.65,148.9,2482.8,223.45,702.1,321.7,837.15,588.95,95.8,1648.45,646.5,5682.35,264.15,1080.8,1877.6,138.4,347.1,443.3,236.1,1202.7,299.5,181.9,4538.1,176.95,1275.05,387.7,287.3,2159.25,3306.75,299.05,795.4
28-Jun-13,1923.95,574.15,291.75,9047.9,366.95,,1070.75,467.45,152.9,2498.85,234.75,722.2,324.35,879.05,585.15,99.8,1663.05,669.5,5842.2,273.75,1059.8,1877,142.8,349,461.1,236.05,1222.65,300.6,186.85,4636.5,180.6,1325.2,391.95,302.55,2218.85,3276.9,313.3,776
01-Jul-13,1922.9,590.9,296.15,8915.15,374.35,,1067.9,471.95,153.05,2451,236.6,723.95,325.95,889.65,587.4,101.9,1698.6,668.75,5898.85,280.7,1034.45,1932.3,149.05,351.25,470.15,247.6,1220.05,303.1,189.05,4712.5,186.9,1348.8,397.75,305,2263.8,3464.65,324.9,758.4
02-Jul-13,1913.3,590.8,302.85,8873.1,371.55,,1079.1,476.45,152,2403.95,236.6,715.75,324.85,875.15,587.85,102.45,1681.25,656.55,5857.55,281.95,1002.2,1923.2,151,352.95,468.45,240.3,1234.3,300.1,186.5,4677.6,185.75,1308.5,397.2,299.45,2263.4,3534.8,332.55,766.1
03-Jul-13,1890.05,543.95,294.55,8803.1,357.4,,1064,467.25,153.95,2404.5,225.7,698.85,326.35,853.6,587.85,98.9,1655.8,650.65,5770.9,269.55,999.1,1909,143.95,343.35,463.35,241.95,1204.8,298.3,188.4,4571.3,184.6,1277.85,396.95,297.4,2210.85,3591.55,329.25,767.7
04-Jul-13,1876.6,546.55,301.15,8626.5,366.6,,1063.7,472.3,153.75,2468,224.4,699.55,338.85,852.1,601.4,99.95,1656.1,655.15,5836.95,264.8,1031.45,1907,142.05,349.65,470.2,241.7,1236,297.8,188.65,4565.2,185,1264.95,394.6,299.5,2222.8,3561.1,333.75,799.75
05-Jul-13,1879.5,558.55,295.85,8724.3,365.4,,1051.55,475.05,152.5,2456.2,225.25,702.65,342.6,850.1,609.35,99.95,1648.9,667.75,5867.9,264.7,1038.65,1926.25,143.2,350.95,465.3,238.6,1238.45,296.8,190.2,4668.8,188.1,1288.05,399.05,296.85,2238.85,3614.6,326.95,795.65
08-Jul-13,1863.05,554.85,293.6,8636.3,345.7,,1027.95,492.2,150.95,2468.15,217,692.25,346.7,824.05,609.7,100.15,1653.65,660.45,5811.55,259.9,1045.7,1888.05,141,355.5,466.8,242.15,1256.55,298.4,193.15,4672.95,192.6,1252.55,396.5,290,2248.75,3658.4,317.95,818.8
09-Jul-13,1898.2,568.5,291.65,8726.65,345.6,,1034.35,503.5,150.9,2498.2,219.5,714.05,347.45,830.05,604.95,100.85,1659.7,670.3,5859,261.65,1042.7,1930.25,143.45,360.15,478.65,246.9,1250.75,298.6,195.15,4762.55,192.15,1264.35,400.15,291.4,2284.2,3699.4,317.35,822.75
10-Jul-13,1862.4,552.45,290.1,8667.5,335.05,,1038.55,495.95,151.9,2501.15,219.15,726.35,345.55,827.5,594.95,98.2,1652.35,659.3,5816.7,256.2,1079.25,1953.2,141.5,364.85,476.2,242.25,1249.9,298.5,193.95,4782.8,191.5,1256.75,400.1,289.9,2261.5,3735.5,314.65,839.6
11-Jul-13,1876.55,568.2,300.05,8661.4,339.35,,1057.95,510.7,155.85,2528.35,222.25,745.8,353.4,854.8,601.05,102.8,1697.5,683.25,5935.1,261.05,1066.45,1980.15,150.4,364,486.55,237.15,1250.25,300,197.85,4874.5,191.45,1287.75,400,298.45,2295.85,3767,320.5,840.65
12-Jul-13,1869.65,570.9,305.5,8601.7,343.95,,1060.4,502.85,157.05,2804.2,223.7,758.1,350.6,851.3,601.6,101.8,1715.1,695.75,6009,262.65,1121.9,1939.7,152.05,375.6,490.45,238.3,1241.4,303.7,197.15,4826.7,191.5,1291.55,405.45,299.95,2349.45,3783.45,322.7,862.6
15-Jul-13,1901.7,590.5,314.45,8596.85,340.5,,1061.05,506.35,157,2742.7,227.35,757.45,352.6,848.5,614.2,105.4,1725,695.45,6030.8,257.45,1111.9,1941.65,156.4,381.9,500.35,239.9,1242.05,298.6,197,4812.65,189.9,1308.9,407.7,292.3,2347.65,3807.5,323.05,875.25
16-Jul-13,1907.55,565.4,321.1,8567.5,347,,1003.45,466.4,155.75,2728.8,229.45,712.85,360.05,816.05,623.1,103.9,1692.35,678.7,5955.25,251.6,1092.4,1933.5,152.15,375.4,450.95,240,1257.75,297.2,200.3,4835.85,182.65,1230.85,402.2,294.45,2278.4,3776.15,323.95,877
17-Jul-13,1909.55,547.8,316.05,8666.3,342.2,,980.25,453.9,154.8,2750.85,225.15,711.4,368.35,817.1,685.05,101.9,1685.35,662.9,5973.3,243.2,1094.4,1940.15,150.85,387.1,426.85,241.85,1274.65,293.4,206.45,5011.55,175.6,1193.7,406.8,291.2,2311.15,3861.4,321.7,875.25
18-Jul-13,1896.7,566.85,323.65,8647.3,343.55,,984.45,465,156.1,2800.75,228.75,711.7,368.65,829.05,688.05,104.4,1731.75,684.1,6038.05,244.7,1091.3,1924.35,149.6,385.85,440.45,247.15,1275.35,299.5,211.35,5213.1,181.2,1238.2,413.3,291.1,2339.5,3877.4,324.5,858.85
19-Jul-13,1966,571.3,329.85,8698.9,346.65,,959.3,445,154.85,2847.45,225.35,690.85,369.05,803.2,686.1,103.65,1772.9,680,6029.2,241,1132.3,1930.25,146.05,391.4,424.6,239.9,1275.5,293.4,207.3,5165.4,173.85,1191.9,415.55,297,2346.1,3839.65,332.7,892.25
22-Jul-13,1985.35,589.2,336.1,8635.25,346.25,,974.45,459.05,153.3,2876.75,224.75,700.65,368.8,830.3,697.15,104.35,1789.85,682.05,6031.8,233.8,1171.7,1919.6,145.8,392.95,423.9,242.35,1241.05,291.3,197.55,5050.3,174.05,1200.1,411.55,300.2,2319.45,3806,330.05,890.25
23-Jul-13,1975.5,620.25,330.1,8597.1,352.75,,989.65,462.95,151.5,2901.95,225.7,730.1,375.75,826.85,718.8,105.15,1789.6,683.6,6077.8,234.6,1179.15,1910.65,147.85,384.2,438.65,243.8,1249,293.6,196.5,4941.05,175.65,1202.85,409.15,298.55,2361.25,3726.1,332.25,900.45
24-Jul-13,2001.8,590.3,337.4,8595.55,348.05,,951.8,423.55,150.3,2908.6,223.2,689.45,375.8,803.25,709.45,103.25,1754.5,659.95,5990.5,229.6,1207.65,1918.8,143.35,392.35,383.35,244.4,1230.55,291.3,191.2,4986.05,172.95,1125.15,415.3,298.35,2346.2,3731.25,330.35,900.1
25-Jul-13,2001.85,583.05,337.1,8567.5,350.15,,934.85,422.45,149.1,2915.3,220.25,685.15,358.9,800.8,687.95,102.2,1828.15,653.85,5907.5,222.85,1179.7,1854.15,139.95,376.25,373.7,259.45,1195.25,294.7,171,5080.4,178.95,1127.25,409.3,294.35,2317.95,3649.15,329.35,902.4
26-Jul-13,2032.15,575,337.2,8640.3,350.35,,931.55,420.15,150.1,2913.3,223.35,679.95,368.15,805.55,663.7,94.45,1865.45,644.1,5886.2,218.9,1217.75,1864.95,131.2,381.95,367.1,252.1,1211.9,287.2,178.05,5075.55,179.55,1107.5,415.05,282.25,2294.45,3701.7,319.1,903.8
29-Jul-13,1996.2,564.85,334,8855.7,340.4,,928.6,412.45,145.05,2921.2,213,661.9,357.95,806.6,638.55,90.65,1877.95,632.5,5831.65,215.4,1248.6,1880.6,125.4,408.05,363.45,250.95,1194.45,278.9,171.15,5118.2,177.5,1098.25,412.25,273.35,2217.7,3648.55,317.85,896.8
30-Jul-13,1925.8,554.3,321.1,8934.2,311.3,,926.05,398.7,149.4,2955.7,195.45,650.35,350.6,807.85,627,86.5,1850.75,625.35,5755.05,209.4,1232.25,1871.75,123.75,418.8,348.7,243.1,1174.35,271.4,167.85,510.75,165.25,1093,408.7,274.8,2177.25,3491.45,306.15,905.65
31-Jul-13,1934.75,561.6,344.5,9004.15,323.75,,909.05,387.45,148.8,2969.65,204.9,652.35,341.7,800.45,612.55,90.1,1819.4,609.75,5742,215.7,1246.3,1836.65,127.85,438,324,247.1,1173.55,250.5,167.5,507.6,169.3,1034.55,400.3,281.55,2281.2,3489.25,301.2,937.55
01-Aug-13,1933.8,514.65,343.25,8838.85,304.55,,914.2,392.95,148.4,2974.65,195.55,666.3,339.4,817,635.2,87.5,1815.1,632.2,5727.85,210.15,1251.6,1817.95,127.2,436.4,327.65,237.95,1148.65,281.9,167.45,498.2,163.2,1085.8,403.35,270.1,2278.45,3471.95,305.05,930.7
02-Aug-13,1909.25,487.65,345.25,8727.85,289.85,,887.1,390.45,148.8,3008.8,193.05,653.5,332.95,808.35,615.95,86.7,1801.8,631.25,5677.9,202.35,1233.2,1779.15,123.9,438.7,308.7,242.1,1174.9,250.5,171.3,497.45,157.9,1103.2,399.9,254.6,2238.7,3497.2,304.6,935.95
05-Aug-13,1875.95,503.85,336.35,8574.3,281.85,,902.45,390.9,149.9,3009.05,194.35,660.9,335.4,798.95,618.8,86.3,1854.15,632.7,5685.4,207.9,1263.8,1773.4,129.95,449.25,299.6,253.3,1187.85,246.5,177.55,472.8,148.65,1124.35,395.75,263.1,2209.95,3460.3,305.15,949.65
06-Aug-13,1808.75,488.75,322.9,8348.5,261.45,198.55,866.35,360.15,146.5,2987.35,192.9,638.15,330.25,751.85,608.35,85.55,1848.2,608.65,5542.25,198.25,1233.4,1670.6,125.05,451.3,275.15,240.1,1162.2,260.1,179.15,437.35,148.7,1089.85,391.5,256.8,2198.2,3303.9,302.9,944.45
07-Aug-13,1771.55,502,326.25,8484.9,273.65,196.35,868.25,372.15,147.1,2963.35,195.45,640.9,322.1,729.7,603.2,86.5,1834.65,601.2,5519.1,207.95,1229.4,1642.6,130.95,451.05,293.6,235.15,1159.95,268.4,177.3,423.2,158,1068.75,390.35,262.5,2254.65,3201.7,304.7,906.6
08-Aug-13,1782.3,513.05,337.3,8519.55,276,195.1,875.05,375.2,150.2,2964.55,195.5,652.75,325.35,746.95,600,91.7,1847.95,610.5,5565.65,218.8,1244.65,1671.85,131.45,447.15,283.05,240,1161.4,284.4,179,430.8,161.3,1085.6,409.4,269.15,2224,3319,303.05,905.9
12-Aug-13,1807.6,517.55,341.8,8508.55,283.85,192.4,867.05,372.9,150.7,3005.4,200.25,650.05,335.65,769.75,615.65,94.05,1906.5,602.2,5612.4,236.55,1266.5,1688.85,135.25,454.7,301.2,242.95,1168.4,288.7,178.75,436.9,180.7,1070.45,415.5,274.35,2181.15,3280.4,300.15,933.35
13-Aug-13,1858.8,519.55,346.4,8584.8,286.05,191.2,892.55,384.25,149.85,3083.6,200.8,659.1,334.2,791.95,621.6,91.4,1942.65,620.5,5699.3,241.4,1331.05,1695.7,136.1,467.6,309.7,248.6,1160.8,288.7,174.35,439.95,187.1,1142.75,424.85,268.7,2238.25,3269.8,308.6,940.6
14-Aug-13,1908.6,524,343.3,8517.8,304.5,201.75,905.95,380.65,150.1,3069.65,214.85,661.3,334.85,780.7,616.6,98.2,1935.95,621.35,5742.3,250.1,1321.15,1727.75,139.7,460.1,291.45,258.85,1189.55,290.9,176.65,434.75,190.5,1149.6,420.4,270.75,2211.1,3299.9,319.2,920.2
16-Aug-13,1848.35,479.25,335.65,8408.35,290.2,189.1,858.6,356.4,150,2978.4,210.45,632.25,320.4,737.9,599,93.55,1985.35,587.9,5507.85,235.35,1324.45,1684,130.25,456.5,258.3,248.8,1158.9,283.9,173.4,418.7,186.1,1048.95,414.7,258.3,2166.15,3167.7,298.3,921
19-Aug-13,1763.05,450.45,317.6,8237.9,288.4,191.6,815.35,339.95,148.8,3005,208.05,620.8,313.9,735.5,589.3,96.05,1921.15,584.7,5414.75,246.85,1294,1654.65,129.85,456.45,241.5,244.85,1124.5,262.5,165,427.2,183.7,988,400.2,257.05,2141.1,3099.7,299.35,931.45
20-Aug-13,1756.75,450.85,318.45,8026.25,297.65,189.95,830.4,337.3,146.4,3006.65,210.3,634.2,315.3,726.25,590.6,97.35,1900.45,584.75,5401.45,257,1249.8,1647.1,151.1,448.25,242.8,239.65,1075,255.4,162.5,417.8,185.05,981.3,402.2,262.65,2138.75,3089.55,296.95,899.15
21-Aug-13,1734.5,452.85,298.75,8151.45,284.45,191.6,829.55,358.85,139.1,2958.75,211.15,624.55,300.85,747.25,589.4,93.3,1870.7,593.35,5302.55,248.15,1239.75,1625.9,137.5,441.95,255.05,236.25,1006.25,253.4,155.75,415.15,172.25,977.95,392.7,260.45,2046.6,3050.95,298.05,885.9
22-Aug-13,1776.7,460,313,8191.4,295.35,193.15,831.1,366.4,140.4,3020.2,209.7,630.6,307.95,735.9,592.65,104,1898.95,588.7,5408.45,274.1,1270.9,1634.45,155.8,444.7,242.5,232,999.25,244.6,158,420.3,180.1,969.65,401.4,267.85,2108.55,3088.65,305.6,902.35
23-Aug-13,1779.6,470.8,308.95,8188.05,301.1,209.75,853.05,370.15,138.25,3000.7,213.25,642.55,308.5,740.85,601.35,103.8,1899.25,607.55,5471.75,282.3,1366.2,1580.7,153.05,448.2,259.25,228.25,989.7,246.7,159.55,420.05,179.75,981.5,396,269.75,2119.75,3199.6,304.8,946.35
26-Aug-13,1780.65,473.3,307.05,8150.85,305.3,203.7,830.45,374.55,132.3,3030.7,214.7,633.15,307.5,744,608.5,104.4,1945.25,611.3,5476.5,277.15,1379.65,1596.4,167.7,459.1,261.2,234.65,1002,247.6,163.8,427.85,182.7,934.1,399.25,271.25,2150.85,3326.9,295.05,944.55
27-Aug-13,1727.75,459.65,293.9,8169.7,290.1,192.3,802.6,345.25,130.65,3056.05,208.1,613.55,297.9,686,595.55,99.15,1900.8,561.9,5287.45,272.3,1362.9,1550.7,168.35,454.95,235.8,227.75,942.8,247,159.5,410,171.6,877.65,396.65,260.3,2167.45,3278.2,293.05,947.7
28-Aug-13,1727.75,445.75,287.8,8134.8,266.95,186.05,796.35,344.55,134.25,3116.25,207.75,606.65,298.2,652.75,594.55,102.1,1914.2,561.95,5285,279,1370.25,1463.7,169.15,471.45,225.85,219.9,944.7,245.6,160.1,392,178.7,837.95,398.6,253.9,2171.8,3164.35,281.95,980.15
29-Aug-13,1740.45,453.55,299.35,8249.45,270.1,193.9,807.2,353.05,134.75,3104.6,209.7,647.45,305.55,695.5,607,107.1,1973.3,572.05,5409.05,278.35,1365.55,1447.95,192.45,473.45,232.5,224.6,958.05,255.5,164.45,403.2,181.6,850.75,397.65,250.3,2258.45,3152.7,288.8,1017.65
30-Aug-13,1837,460.8,299.1,8251.65,273,197.05,803.75,356.75,139.2,3105.85,209.4,659.6,308.7,718.65,631.45,105.05,2046.5,594,5471.8,274,1375,1474.85,188.75,483.6,243.35,231.5,964.1,251.9,171.6,420.95,181.55,832.95,416.95,251.4,2292.9,3189.8,295.45,1040.45
02-Sep-13,1856.1,472.6,300.3,8260.95,276.4,192.8,826.6,381.05,138.7,3085.9,210.3,627,320.4,738.4,641.3,108.95,2023.9,589.5,5550.75,289.4,1375.05,1498.4,188.8,484.45,252.95,234.3,952,260.8,170.1,422.4,182.8,864.3,417.85,258.05,2283.2,3199.6,302.15,1038.35
03-Sep-13,1837.85,461.25,285,8114.85,266.95,189.25,783.55,348.4,137.45,3033.7,206.85,600.65,300.7,702.35,613.35,104.4,1896.3,562.55,5341.45,281.3,1400.4,1444.7,184.45,479.35,229.1,222.35,930.5,243.9,168.6,398.15,182.75,782.85,406.15,261.1,2206.6,3181.05,300.65,1023.85
04-Sep-13,1888.75,465.2,297.2,8162.9,270.85,189.95,817.75,366.9,138.4,3112.7,210.75,608.5,299.85,709.5,616.5,108.55,1926.65,564.05,5448.1,289.9,1399.2,1488,186.75,481.3,236.05,218.2,931.6,247.4,169.1,403.3,189.5,801.5,419.8,264.95,2274.95,3168.7,302.4,1039.3
05-Sep-13,1901,502.55,296.2,8122,287.3,203.2,893.7,397.5,140.65,3004.8,222.4,662,312.15,750.4,628,108.2,1953.65,609.5,5592.95,288.65,1382.4,1539.4,178.65,468.9,287.5,225.4,938.7,245.1,170.4,405.6,188.6,927.5,418.6,283.4,2294.1,3186.45,297.05,1019.9
06-Sep-13,1910.85,487.5,313.75,8257.4,299.65,209.35,958.4,413.25,144.55,3029.05,232.05,677.25,316.4,760.85,617.6,107.9,1930.25,616.2,5680.4,292.15,1360.3,1601.05,175.5,468.5,292.95,222.35,962.3,253.7,172.3,425.1,190.05,952.4,437.05,277.35,2284.65,3192.15,301.1,1016.95
10-Sep-13,1980.7,481.55,338.35,8266.4,298.45,211.15,969.6,409.75,146.75,3158.9,223.5,708.45,335.9,809.15,653.5,110.2,2073.05,638,5896.75,300.6,1356.8,1707.5,186.75,472.05,306.9,229.1,1022.55,258.8,186.15,445.8,188.15,998.3,440.9,288.2,2266.4,3323.85,302.25,1062.65
11-Sep-13,1996.5,520.75,335.1,8357.3,312.4,212.9,969.75,419.8,152.05,3119.1,229.25,715.2,329.95,811.8,643.6,114.45,2090.35,647.25,5913.15,315.7,1333.3,1734.85,188.25,475,303.75,229.6,1053.15,256.4,185.95,444.6,187.15,1029.7,433.75,293.05,2250.05,3451.85,303.35,1066.55
12-Sep-13,1978.7,520.55,328.6,8318.8,303.8,207.05,951.2,397.1,154.8,3065.85,228.55,700.5,336.5,814.45,626.3,111.2,2010.1,633.95,5850.7,302.75,1311.35,1758.85,183.45,471.9,281.2,223.95,1027.35,258.3,180.85,438.5,182.85,1019.95,438.15,284.95,2246.7,3600.6,309.1,1074.35
13-Sep-13,2003.4,530.65,325.75,8268.85,305.15,209.35,941.95,400.1,156.2,3028.05,232.95,716,331.35,807.95,621.75,112.4,2051.7,629.2,5850.6,298.3,1289.3,1720.85,183.9,455.5,281.2,224.2,1043.7,272.4,180.25,442.35,183.05,1059.6,441.55,293,2249.3,3613.45,313.8,1045.75
16-Sep-13,2000.25,536.8,335.75,8212.95,317.85,210.75,969.95,414.45,156.5,2993.4,231.85,711.1,333.95,814.25,620.1,113.1,2098.35,642.8,5840.55,291.6,1278.15,1648.75,176.85,451.7,291.7,222.7,1044.4,272.5,178.45,441.35,173.2,1087.55,430.55,289.55,2224.05,3666.65,311.75,996.4
17-Sep-13,2013.4,517.75,337.3,8358.9,313.7,208.2,962.45,401.65,158.05,3022.6,233.3,709.25,338.7,803.95,628.65,113.9,2073.15,642.25,5850.2,288.2,1312.8,1699.65,180.55,474.95,300.9,223.2,1059.8,264.6,178.95,441.7,177.65,1053.55,432.05,293.7,2304.45,3571.75,316.95,1037.15
18-Sep-13,2017.25,530.6,337.6,8412.05,315.75,203.55,973.1,412.3,159.05,3017.15,230.2,714.85,343.55,799.2,642.2,114.65,2013.7,650.5,5899.45,290.2,1313.9,1717.05,177.6,480.7,315.85,226.9,1064.9,266.1,179.3,445.5,177.35,1079.6,437,297.4,2353.45,3582.65,317.2,1028.8
19-Sep-13,2053.15,577.35,354.3,8475.7,336.4,225.45,1036.25,434.4,165.1,3019,234.05,771.65,355.45,834.55,677.6,118.5,2039.55,683.2,6115.55,310.6,1294.9,1766.65,185.6,472,386.7,228.15,1097.95,275.9,187.3,479.1,185.75,1140.2,439.7,297.45,2377.75,3542.9,328.15,1024
20-Sep-13,1992.45,550.15,344.2,8671.25,337.95,214.1,987.25,411.5,162.45,2995.15,223.7,748.2,355.3,810.4,651.05,113.95,1981.65,659.05,6012.1,300,1296.4,1854.4,178,474.9,356.05,223.8,1123.25,279.4,192.95,488.15,188.85,1102.35,430.05,301.7,2366.25,3474.5,340,1061.8
23-Sep-13,1979.1,511.85,335.15,8620.45,323.4,192.25,943.3,386,158.95,3019.4,221.2,719.3,349.85,776.2,642.6,116.55,1999.2,641.95,5889.75,293.5,1326.4,1790.6,183.9,483.5,327.3,222.35,1111.15,279.2,190.1,486.1,188.3,1030.05,425.95,304.75,2378.9,3388.65,335.05,1091
24-Sep-13,2031.6,503.7,330.3,8604.15,315.35,180.85,944.85,388.2,159.5,3015.1,219.55,720.1,348.95,788.25,643.1,112,2002.9,638.45,5892.45,292.55,1337.1,1819.85,182.05,477.85,318.9,228.8,1098.5,277.8,189.75,485.3,192.05,1025.55,431.95,297,2394.9,3595.1,336.95,1072.6
25-Sep-13,2005.35,509.8,336,8614.3,305.5,180.55,935.2,383.45,160.1,3009.65,215.95,709.3,344.75,779.65,633.6,116.8,2036.1,620.6,5873.85,291.1,1335.8,1796.95,188.75,475.55,314.1,240.25,1095.05,281.4,188.9,477.85,192.05,1034.05,438.75,295.05,2429.1,3512.5,334.5,1063
