Dates,BAJAJ-AUTO,BANKBARODA,BHARTIARTL,BOSCHLTD,BPCL,IBULHSGFIN,ICICIBANK,INDUSINDBK,INFRATEL,INFY,IOC,KOTAKBANK,ITC,HDFC,Unilever,HNDLCO,Hero_MC,HDFC_Bank,NIfty Index,TATASTEEL,TECHM,ULTRACEMCO,SESAGOA,WIPRO,YESBANK,ZEEL,ACC,ADANIPORTS,AMBUJACEM,ASIANPAINT,AUROPHARMA,AXISBANK,CIPLA,COALINDIA,DRREDDY,EICHERMOT,GAIL,HCLTECH
04-Apr-14,2028.9,755.75,316.2,10226.85,443.6,244.15,1230.45,500.85,199.8,3316.05,281.6,755.1,344.75,895.1,605.3,137.65,2250.9,725.45,6694.35,402,1813.1,2150.2,190.1,553.4,423.15,276.05,1365.35,359.7,203.35,530.7,564.9,1428.15,404.1,281.7,2650.05,6049.75,362.2,1397.9
07-Apr-14,2022.6,750.35,317.45,10368.55,438.1,246.6,1209.15,497.85,200.25,3293.4,274.25,769.45,345.45,895.85,604.8,137.35,2239.35,725.35,6695.05,406.65,1793,2225.55,194.4,556.9,428.9,274.55,1379.3,354,209.4,539.55,556.1,1422.05,396.6,284,2606.15,6043.25,364.7,1406.45
09-Apr-14,2031.3,792.2,320.1,10365.7,440.05,250.1,1259.8,516.85,195.95,3254.55,280.9,784.55,347.95,922.7,609.1,142.9,2244.3,741.85,6796.2,418.75,1737.75,2223.65,197.65,554.45,447.3,274.7,1373.15,366.9,211.15,547.7,564.35,1483.95,401,288.15,2624.4,6215.2,373.45,1380.25
10-Apr-14,2022.15,787.1,319.75,10270.2,451.85,273.4,1247.35,512.2,195.95,3201.2,277.2,803.25,343.85,927.25,617.9,142.5,2207.45,739.4,6796.4,417.8,1708.2,2245.8,198.3,561.2,446.8,279.3,1389.25,386,212.35,541.5,543.35,1503.7,397.4,292.15,2550.45,6328.25,377.3,1357.4
11-Apr-14,2007.55,777.85,322.25,10244.7,444.35,277.6,1236.05,490.15,195.4,3235.15,272.1,805.65,343.5,918.65,609.4,140.7,2174.05,738.15,6776.3,419.85,1739.55,2259.25,196.05,568.1,443.2,275.35,1391.5,387.3,217.2,543.7,550.4,1495.75,402.05,293.05,2576.9,6105.5,371.5,1400.65
15-Apr-14,2004.4,753.1,325.25,10224.3,445.7,286.15,1219.45,483.25,195.6,3259.8,266.35,790.85,340.95,887.5,612.15,134.05,2220.35,723.95,6733.1,409.15,1764.2,2212.15,189.9,588.55,419.8,266.5,1361.8,374,213.85,534.5,558.2,1445.2,400.65,292.8,2575.05,6017.55,368.05,1424.8
16-Apr-14,2000.55,757.65,323.7,10321.9,436.35,284.6,1222.55,487.15,195.7,3157.3,261.1,784.25,346.05,870.2,607.55,135.45,2168.4,725.95,6675.3,413.7,1750.6,2200,190.1,572.1,407.55,268.7,1331.85,388.2,207.75,534.9,547.8,1431.95,396.9,289.7,2536.75,6002.2,368,1412.5
17-Apr-14,2016.05,771.3,325.55,10313.5,449.8,285.6,1262.85,498.95,195.15,3192.05,264.05,800.8,353.25,879.8,609.45,141.45,2218.85,718.7,6779.4,418.9,1771.8,2217.6,192.7,585.85,417.1,262.55,1358.35,396.8,216.65,543.75,551,1464.65,400.7,290.9,2552.2,5870.85,373.85,1424.75
21-Apr-14,2014.15,785.8,334.8,10212.15,463.85,279.15,1282,506.4,198.35,3182.95,266.25,801.35,353.4,876.95,599.1,143.5,2245.05,716.45,6817.65,423.5,1774,2219.25,201.65,546.2,436.4,267.25,1350.8,408,216,539.2,555.05,1503.8,399.8,296.1,2549.8,5974.35,373.45,1439.7
22-Apr-14,2003.35,780.5,335.25,10345.55,482.8,285.55,1289.9,497.9,198.95,3150.65,275.7,801.3,350.75,874.85,596.45,144.85,2266.5,727.55,6815.35,420.85,1773.7,2202.1,193.65,530.55,434.35,260.9,1336.65,409.6,214.6,536.4,548.35,1500.1,396.5,299,2552.6,6066.6,378.95,1452.65
23-Apr-14,2004.65,806.55,338.8,10402.4,475.1,276.35,1299.55,497.4,203.7,3172.65,270.6,822.4,353.2,879.55,595.5,145.15,2256.15,733,6840.8,426.55,1765,2169.7,192.55,524.7,441.35,265.75,1347.05,408.9,218.75,529.6,554.1,1519.8,399.05,302.25,2565.9,6285.9,383.85,1438.45
25-Apr-14,1996.05,809.3,341.7,10713.95,460.65,269.95,1270.5,495.35,211.4,3175.6,263.55,808.5,343.45,894.1,580.9,143.75,2200.15,726.4,6782.75,426.9,1804.75,2079.6,193.55,519.25,468.4,268.95,1310.25,397.4,209.05,514.95,579.25,1532.7,394.25,299.95,2629.25,6107.85,379.65,1449.4
28-Apr-14,1985,820.5,337.65,10555.9,456.45,300.65,1275.5,493.85,213.3,3178.05,264.95,823.95,342,884.35,581,141.25,2161.1,725.2,6761.25,425.8,1825.25,2050.75,193.15,529.6,463.25,269.45,1287.05,384.3,200.1,500.55,589.35,1529.55,406.9,295.7,2676.75,6127.3,370.05,1419.6
29-Apr-14,1939.5,817.15,335,10544.9,460.45,305.4,1262.8,485.3,214.95,3177.75,266.25,807,340.3,887.4,562.45,137.2,2145.2,715.8,6715.25,405.5,1846.3,2066.5,190.6,524.8,449.35,264.55,1300.3,383.1,202.4,497.6,578.2,1528.4,401.2,296.7,2664.65,6100.15,368.2,1414.45
30-Apr-14,1912.15,816.95,328.05,10537.35,454.9,299.05,1243.4,478.35,215.65,3180.8,263.45,802.6,340.75,897.95,567.5,134.3,2200.35,721.3,6696.4,400.65,1832.15,2027.15,185.35,522.35,440.75,262.6,1293,376.4,197.75,505.15,573.1,1517.2,397.45,291.85,2706.15,6201.25,370.1,1402.9
02-May-14,1906.7,801.25,325.6,10466.2,462.6,299.45,1252.4,476.55,219.3,3219.7,267.7,802.7,340.25,910.95,562.15,131.65,2198.65,717.1,6694.8,390.05,1837.6,2035.95,180.55,528.5,444,269.5,1285.75,371.7,201.9,511.45,601.15,1530.15,402.1,295.3,2737.35,6248.4,371.2,1424.75
05-May-14,1918.85,809.6,320.3,10477.7,467.65,305.7,1252.45,480.35,213.55,3176.9,269.2,807.6,344.7,886.45,557.15,138.9,2208.1,716.7,6699.35,397.55,1820,2030.8,180.4,520.75,438.5,267,1277,372.1,202.55,518.6,593.7,1551.55,392.8,296.45,2729.15,6432.55,372,1381.8
06-May-14,1900.35,805.85,314.9,10495.55,467.5,293.9,1275.6,490.5,222.6,3165.15,271,806.95,347.95,877.55,553.7,138.7,2182.25,720.2,6715.3,401.75,1801.4,2023.8,180.05,514.85,445.85,263.25,1291.35,385,198.85,514.75,597.9,1536.95,390.9,296.45,2744.35,6396.75,369.8,1382.55
07-May-14,1868.15,802.55,311,10491.25,472.35,287,1270.65,492.6,224.65,3067.35,274.35,810.1,346.65,852.6,553.15,135.2,2158.25,715.6,6652.55,399.9,1736.45,1968.9,178.75,506.1,435.45,261.7,1271.7,379,194.55,505.65,596.75,1537.7,382.6,295.4,2742.2,6476.75,366.15,1320.8
08-May-14,1879.25,809.9,308,10446.15,462.45,287.45,1289,490.7,224.5,3065.3,278.6,812,342.15,850.45,552.3,136.75,2130.4,718.3,6659.85,402,1745.3,1980.05,180,510.95,443.2,261.85,1269.7,380.4,192.95,504.4,594.85,1553.75,388.65,293.75,2737.15,6491,365.65,1339.8
09-May-14,1919.95,830.3,309.45,10705.7,485.8,284.65,1378.6,513.5,223.75,3111.45,286.55,850.75,345.55,884.6,556.3,144.1,2217.4,756.8,6858.8,416.7,1776.45,2079.6,183.4,513.95,484.55,262.75,1341.1,409.4,207.15,521.15,585.75,1629,392.3,308.65,2718,6478.6,371,1370.7
12-May-14,1948.15,839.85,317.55,10592.15,502.45,288.9,1398.7,521.3,221.9,3175.1,302,850.7,359.15,895.55,571.5,143.4,2302.8,792.15,7014.25,420.05,1794.4,2159.15,189.5,511.95,493.8,277.95,1353.5,409.2,211.45,538.2,590.3,1646.55,387.75,331.05,2722.9,6461,383.8,1394.4
13-May-14,1977.3,877.85,319.2,10748.25,509.4,290.95,1400.8,534.25,223.65,3265.25,312.3,861.05,360.85,906.35,577.6,142.2,2429,788.15,7108.75,427.1,1822.55,2220.55,192.95,529.2,519.2,276.35,1390.15,449,221.65,540.35,620.3,1648.75,390.6,332.05,2610.75,6492.3,393.45,1432.9
14-May-14,2041.75,957.85,323.2,10748,518.65,314.4,1409.4,537.05,236.3,3254.1,307.65,859.45,365.65,888.85,577.5,141.2,2431,775.45,7108.75,452.35,1837.6,2240.6,197.15,524.55,522.3,275.9,1388.05,434.1,223.95,556.9,615.1,1636.5,394.55,343.3,2518.35,6488.15,395.55,1411.4
15-May-14,1950.5,921.2,321.4,10754,516.35,320,1395.1,534.35,230.9,3272.45,308.45,869.9,368.15,903.15,588.95,138.5,2440.8,788.35,7123.15,460.6,1830.25,2230.7,193.6,516.5,523.75,268.9,1377.1,440.8,219.2,529.05,615,1664.05,398.1,340.35,2481.6,6351.65,404.35,1405.8
16-May-14,1931.7,934.15,330.75,10648.45,552.1,335.65,1465.3,561.95,233.15,3177.55,327.6,905.65,356.95,885.8,580.7,141.2,2397.65,804.7,7203,440.9,1822.55,2334.15,214.95,502.8,545.55,274.35,1430.15,450,224.35,536.5,624,1755,388.25,345.4,2406.9,6346.75,409.7,1365.15
19-May-14,1878.35,969.1,338.2,10979.05,575.9,363.45,1468.4,560.25,234.95,3015.05,357.7,917,338.1,916.95,555.8,152.05,2448.4,811.9,7263.55,450.75,1738.75,2338.65,227.75,482.05,565.75,272.75,1442.45,463.3,219.4,527.45,599.85,1859.6,384.75,388.95,2286.15,6357.05,429.85,1307.2
20-May-14,1866.4,937.05,347.55,11369.5,558.75,363.4,1449.9,556,233.75,3122.2,348.5,903.05,340.85,940.6,562.6,156.2,2362.5,816.05,7275.5,467.15,1771.05,2345.8,245.75,494.65,546.3,288.5,1422,471.6,216.95,528.9,603.15,1856.95,389.35,366.5,2323.25,6704.9,421.95,1308.5
21-May-14,1961.15,934.35,339.3,11503.7,560.3,395.1,1440.55,560.05,234.9,3157.1,345.9,896.65,341.65,940.75,561.35,159.7,2340.75,809.5,7252.9,462.55,1746.5,2270.95,249.2,493.1,534.9,293.6,1380.45,451.3,214.6,546.3,619.6,1815.15,389.65,370.9,2300.05,7266.15,413.85,1336.05
22-May-14,1986.75,925.1,332.6,12320.6,559.65,394.95,1451.5,567.5,239.05,3113.9,355.35,893.35,345.8,920.15,562.9,155.1,2310.3,802.6,7276.4,470.9,1747.85,2265.05,259.05,483.5,557.85,275.9,1389.4,450.1,214.45,537.8,620.25,1841.65,387.85,389.9,2296.1,7291.8,425.6,1323.85
23-May-14,1976.25,954.5,343.65,12848.4,556.2,399.95,1460.8,560.85,235.85,3069.55,363.7,878.35,343.1,931.95,561.5,152.05,2349.2,789.65,7367.1,478.2,1786.35,2270.1,268.35,490,563.35,273.9,1380.1,455.4,213.2,540.55,614.6,1864.5,387.9,397.9,2308.7,7442.85,425.4,1341.05
26-May-14,1961.2,911.45,339.5,12445.4,557.8,379.1,1454.55,550.05,238.9,3094.85,371.3,861.15,344.65,927.75,559.85,147.1,2300.45,797.15,7359.05,467.65,1805.4,2236.4,279.2,506,551.45,275.65,1348.45,446.5,210.15,523.6,613.55,1872.95,381.3,401.05,2300.1,7153.35,410.15,1386.2
27-May-14,1972,886.75,335.9,12146.7,554.1,365.25,1447.1,555.4,231.95,3134.05,361.35,870.6,343.8,910.25,560.15,149.65,2314.2,804.9,7318,477.6,1854.45,2265.45,276.6,508.2,547.3,275.9,1330.55,428.9,208.45,523.75,642.45,1849.05,378,393.05,2311.8,7087.7,379.25,1383.5
28-May-14,1948.4,874,341.6,12346.5,542.3,388.15,1456.2,554.3,239.85,3173.3,358.35,858.95,342.85,902.05,561.9,147.2,2347.85,823.45,7329.65,469.25,1886.85,2375.55,276.45,514.25,562.4,269.55,1381.25,440.8,219.6,510.2,639.25,1859.9,379.85,380.4,2351.6,6939.5,371.45,1440.45
29-May-14,1941.2,876.8,337.55,12420.25,536.1,376.65,1436.95,542.75,234.55,2924.5,353.4,860.35,342.5,896.9,556.45,149.3,2344.6,810.25,7235.65,465.95,1877.75,2392.1,275.5,499.8,548.15,265.75,1362.3,423.8,214.05,506.35,637.05,1865.7,372.45,373.55,2384.1,6902.25,371.55,1399.75
30-May-14,1943.95,842.65,344.1,12355.2,521.9,390.85,1418.05,533.95,231.5,2939.4,360.1,868.65,341.75,876.8,603.35,148,2345.85,792.75,7229.95,475.1,1923,2382.2,280.45,506.2,569.4,266.75,1337,455,435.2,507.6,669.8,1836.15,384.55,370.9,2460.65,6675.45,377.8,1418.55
02-Jun-14,1974.4,874.95,361.6,12261.75,555.55,391.35,1464.2,552.4,236.15,2993.15,363.3,886.6,336.65,896.35,601,150.05,2385.35,819.4,7362.5,492.9,1895.9,2450.3,280,499.1,575.65,265,1382.4,452.3,222.85,509.85,638.55,1900.85,387.2,373.35,2413.95,6881.8,390.75,1382.8
03-Jun-14,1970.15,869.5,360.2,12235,573.65,390.6,1458.35,541.5,234.05,3017.2,359.25,873.2,333.4,912.75,593.45,155.2,2461.7,824.35,7415.85,526.8,1901.2,2553.5,297.95,494.2,580.45,271.05,1417.05,480.6,231,509.1,623.35,1899.65,389,393.4,2337.45,7229.6,381.6,1348.3
04-Jun-14,2002.5,890.7,353.9,12054.65,575.7,391.75,1469.4,540.05,244.95,2984.5,352.45,861.45,330.95,901.55,604.95,160.7,2541.5,816.7,7402.25,537.4,1886.1,2571.85,295.3,492.05,581.35,274.05,1422.7,487.7,229.85,509,627.6,1924.7,390.8,390.35,2318.85,7192.35,381.05,1308.25
05-Jun-14,2000.9,885.1,355.2,12038.05,619.45,384.6,1463.15,533,244.9,3041.15,367.5,868.7,333.75,908.75,630.1,169.85,2582.2,805.45,7474.1,556.95,1904.4,2632.5,314.5,500.95,574.3,275.15,1439.25,483.3,229.95,510.1,636,1946.35,387.2,391.95,2310.25,7142.15,391.05,1332.9
06-Jun-14,2048.4,904.45,355.9,11917.35,628.1,388.55,1486.3,545.3,244.75,3003.05,373.15,902.75,336.7,935.15,639.95,169.25,2682.75,815.25,7583.4,560.65,1910.15,2674.7,306.6,509.15,579.95,274.8,1438.9,515.3,231,505.35,650.1,1973.6,396.15,390.65,2354.05,7192.85,422.1,1327.7
09-Jun-14,2161.75,905,356.4,11969.65,615.05,391.5,1492.2,557.15,245,2986.45,367.3,900.2,337.95,944.95,632.7,169.6,2724.2,819.45,7654.6,575.25,1955.75,2800.75,307.9,511.75,569.55,282.1,1507.1,508,237.05,528.1,652.4,1967.25,396.55,413.2,2352.9,7291.1,431.7,1367.7
10-Jun-14,2152.5,888.1,361.55,11767.6,614.05,383.15,1481.25,558.3,259.95,3075.15,358.85,900.1,337.35,954.45,640.25,169.75,2665.8,816.65,7656.4,558.7,2004.15,2797.9,300.5,525,567.05,281.25,1499.55,492.1,230.15,536.25,687.2,1932.5,407.6,420.4,2395.5,7190.6,428.6,1398.25
11-Jun-14,2180.85,891.35,355.35,11977.1,607.05,382.2,1469.9,557.8,259.7,3193.35,351.3,928.55,333.3,956.9,625.85,162.65,2705.05,820.5,7626.85,549.45,2019.05,2775.5,294.8,527.7,553.15,278.4,1484.1,476.4,228.2,543.65,687.8,1940.8,413.15,404.3,2432.5,7183.85,431.65,1405.8
12-Jun-14,2185.6,875.35,342,11849.95,599.05,383.65,1459.4,552.05,259.95,3175.05,352.3,933.7,334.1,982.05,630.1,169.25,2717.65,839.85,7649.9,549.65,1998.8,2768.7,292.5,532.15,545,270.7,1477,473.9,225.6,549.3,700.8,1902.75,416.15,394.9,2434.95,7287.95,432.05,1406.75
13-Jun-14,2170.7,840.85,333.3,11840.15,569.75,369.45,1428.35,536.65,251.35,3187,333.3,916.95,332.6,979.7,634.95,162.35,2592.05,835.4,7542.1,525.55,2021.35,2768,289.6,530.4,528,266.05,1474.75,461.2,222.9,542.2,698.2,1818,414.1,389.35,2445.15,7339.35,415.45,1438.95
16-Jun-14,2169.75,852.4,332.65,11854.05,590.95,365.05,1413.95,534.45,246.15,3244.15,335.7,930.45,336.2,961.65,634.75,161.2,2611.35,839,7533.55,524.6,2022.65,2746.65,290.1,536.1,537.2,264.5,1486.3,456.2,222.55,539.85,707.9,1773.1,413.6,389.35,2424.45,7251.25,433.3,1422.45
17-Jun-14,2160.35,876.25,338.25,11926.4,610.25,371.1,1449.5,552.35,252.55,3246.85,350.4,937.25,336.05,965.6,630.35,162.65,2591.5,846.55,7631.7,532.3,2027.05,2796.9,297.3,536.1,553.55,267.8,1499.8,472.2,224.9,560.6,707.35,1839.6,412.95,400.45,2411.75,7274.1,444.95,1454.45
18-Jun-14,2150.6,859.3,340.25,12191.2,591.7,368.95,1421.5,542.05,246.6,3240.5,342.4,960.25,332.95,958.45,618.85,166.8,2544.4,834.85,7558.2,521.9,2011.85,2805.1,297.45,530.5,542.6,276.75,1475.2,462.1,221.5,557.9,700.8,1848.5,425.1,394.1,2422.7,7240.1,452.65,1436.85
19-Jun-14,2160.25,843.7,338.15,11960.6,564.45,362.15,1411.75,557.3,249.2,3311.9,334,923.65,336.25,968.45,625.75,167.75,2539.7,825.75,7540.7,519.45,2030.55,2755.4,295.05,537.2,538.25,276.45,1455.05,451.9,219.5,568,696.25,1841.8,425.95,385.15,2447.25,7204.2,443.6,1458.6
20-Jun-14,2179.8,830.55,338.75,11826.9,552.55,354.65,1396.85,555.5,242.5,3316.6,321.8,930.8,335.7,969.05,624.3,163.8,2521,821.95,7511.45,519.9,2009.05,2727.45,291.85,536.8,542.7,284.45,1438.6,465.2,218.2,568.45,690.45,1866.35,425.65,386.35,2439.4,7215.75,439.1,1443.95
23-Jun-14,2191.1,835.1,341.55,11837.15,556.65,355.8,1414.2,567.45,235.75,3232.55,327.4,895.05,314.95,971,617.65,165.3,2583.45,821.45,7493.35,526.9,2002.55,2711.25,296.85,531.4,550.25,289.4,1471,474,222.85,574.1,718.5,1882.95,423.9,387.9,2454.05,7139.3,439.15,1419.05
24-Jun-14,2221.15,864.7,340.95,11997,582.75,365.35,1439.3,571.75,247.4,3203.8,342,879.1,320.5,996.1,616.25,166.8,2615.25,829,7580.2,532.3,1994.55,2705.75,298.65,531.3,558.6,284.25,1472,476,222.9,579.9,726.4,1925,427.4,391.5,2462.55,7218.65,459.5,1415.95
25-Jun-14,2275.85,867.95,337,11969.95,581.3,379.8,1420.5,578.6,248.2,3211.25,343.2,883.75,316.05,995.45,625.3,166.7,2642.8,824.1,7569.25,530.95,2018.2,2724.5,296.4,529.15,542.05,283.65,1469.95,474.3,221.3,586.5,748.7,1912.7,426.45,397.85,2478.25,7218.35,467.5,1418.9
26-Jun-14,2289,847.8,338.45,12826.75,567.85,385.5,1402.65,565.55,249.95,3182.5,327.9,865.7,316.25,976.85,618.65,165.25,2646.9,812.4,7493.2,525.8,2047.2,2685.05,294.2,535.45,535.3,289.85,1450.05,469.1,218.35,584.8,741.6,1927.6,425.55,388.3,2507.6,7399.9,460,1434.1
27-Jun-14,2309.1,846.35,331.7,13000.7,569.7,382.15,1384.65,571.8,263.05,3223.4,332.8,866,319.75,976.1,616.4,160.9,2622.9,816.2,7508.8,518.9,2125.7,2595.9,289.35,545.95,532.9,288.85,1429.7,462.8,216.65,584.7,741.25,1909.2,436.9,380.85,2552.95,7728.9,456.9,1481.45
30-Jun-14,2316.2,876.45,336.9,13557.05,600.4,380.05,1418.15,571.7,255.6,3255.55,344.6,883.55,325.05,992.55,620.35,164.2,2634.65,821.55,7611.35,528.4,2152,2591.95,292.35,546.4,541.05,293.45,1469.25,487.4,220.6,594,740.85,1918.85,438,384.95,2624.05,7994.55,463.05,1500.15
01-Jul-14,2334.7,878.25,335.5,13440.45,589.6,382.15,1438.05,575.45,259.95,3221.05,342.7,884.35,325.2,984.1,628.85,175.25,2643.4,823.3,7634.7,540.65,2108.9,2630.05,296.2,538.2,556.25,299.5,1480.6,488.4,223.75,583.85,732.2,1920.05,437.25,384.45,2614.95,8049.4,460.8,1497.55
02-Jul-14,2349.8,880.9,338.15,13936.05,601.8,386.7,1452,584.1,264.7,3215.3,342.95,893.15,329.35,1007.8,631.15,178.25,2679.8,839.9,7725.15,543.5,2100.7,2643.3,310.1,540.85,568.9,297.95,1498.4,542.5,226.3,584.05,750.65,1926.85,444.3,393.55,2662.9,8176.9,458.85,1480.3
03-Jul-14,2300.1,875.95,336.95,13699.85,599.6,371.75,1454.05,573.25,267,3210.7,342.85,891.2,331.35,1008.15,624.1,173.75,2588.4,836.8,7714.8,539.05,2113.45,2628.35,310.6,555.5,562.9,296.25,1480.05,540.8,225.25,581.7,768.3,1925.7,447.7,396.1,2639.05,8582.8,459.1,1466.45
04-Jul-14,2299.2,875.5,339.25,13588.8,599.75,371.85,1462.85,569.45,261,3245.95,348.95,882.2,333.4,1013.1,625.15,173.25,2583.95,856.65,7751.6,536.6,2115.9,2601,305,546.75,557.3,299.15,1450.95,551.1,223.7,588.65,765.25,1935.9,449.3,394.15,2678.35,8637.85,465,1480.35
07-Jul-14,2302.7,865.1,344.45,13558.55,593.25,375.05,1451.35,555.95,254.3,3345.45,342.25,870.9,334.8,1020.6,627.6,174.5,2615.85,840.45,7787.15,536.05,2137.3,2559.9,307.65,557.6,542.2,297.05,1450.85,561.4,223.6,593.6,770.55,1923,449.65,396.75,2730.4,8433.9,461.05,1508.5
08-Jul-14,2226.3,832.35,340.55,13390.7,571.35,355.9,1411.2,551.1,253.75,3342.15,332.25,872.25,335.8,1022.2,627.35,169,2579.3,829.25,7623.2,513.55,2105.7,2499.95,296.3,549.75,525.95,288.8,1418.55,516.9,218.25,590.1,733.7,1888.25,442,377.4,2680.6,8338.9,455.5,1478.15
09-Jul-14,2169.65,834.45,341.5,13077.7,582.85,356.1,1403.05,543.9,252.4,3310.35,341.75,864.25,341.5,1015.4,629.85,170.55,2537.9,830.3,7585,518.35,2067.35,2494,294.4,545.3,513.15,287.05,1435.55,529.8,218.95,594.65,677.9,1873.6,436.25,365.7,2663.25,8189.05,459.15,1473.2
10-Jul-14,2152.2,825.4,334.05,13000.9,580.75,370.55,1389,536.15,253.95,3292.7,342.7,866.45,342.15,1022.85,631.85,176.25,2439.1,823.35,7567.75,521.4,2021.45,2511.4,294.4,544.75,528.85,286.6,1458.5,540.6,219.85,587,663.95,1862.05,436.05,369.9,2650.65,8123.95,463.05,1472.4
11-Jul-14,2133.95,782.65,335.5,12808.85,561.2,370.35,1356.6,536.25,255.9,3326.65,333.8,858.35,345.9,989.65,641.85,166.75,2433.15,811.8,7459.6,501.9,2049.9,2488.4,292.45,552.85,510.45,297.7,1424.7,497.4,214.5,568.85,690.8,1816.65,436,362.7,2700.7,8260.85,455.5,1501.4
14-Jul-14,2127.55,797.15,332.1,13004.15,569.05,363.9,1344.25,536.1,254.8,3225.25,327.25,855.35,344.95,983.8,622.95,173.4,2442.2,817.45,7454.15,513.4,2038.6,2513.2,289.05,538.8,523.8,293.45,1398.3,505.6,215.35,589.5,689,1846.6,432.65,358.25,2695,8260.35,454.45,1448.95
15-Jul-14,2155.75,829.55,334.55,12994.85,582.05,364,1394.6,539.95,262.95,3225.65,331.8,871.55,342.35,977.55,618.9,174.7,2407.35,826.8,7526.65,527.15,2062.75,2519.3,288.5,535.85,532.7,295.8,1419.65,525.9,219.9,582.5,722.85,1898.9,431.85,364.45,2638.85,8528.45,460.2,1462.5
16-Jul-14,2137.1,837.65,336.2,13128.2,590.8,370.5,1460.85,540.35,264.15,3229.6,338.15,885.05,344.2,976,621.3,182.3,2432.75,835.75,7624.4,542.7,2077.45,2513.2,296.75,535.3,542.15,300.25,1435.6,562,221.65,579.85,730.7,1963.8,432.15,365.3,2647.2,8557.85,457.2,1469.65
17-Jul-14,2087.65,845.95,336.6,13249.55,591.1,367.8,1450.6,536.9,264.85,3239.3,340,914.9,344.25,972.35,626.85,188.65,2445.55,831.8,7640.45,558.8,2100.45,2592.95,302.2,537.35,547.65,300.75,1477,571.3,224.8,579.65,742.8,1954.2,437.05,376.7,2647.35,8693,453.3,1466.8
18-Jul-14,2081.25,836.9,336.25,13381.35,583,373.25,1480.45,542.35,264.45,3251.55,335.2,935.85,344.1,983,622.5,184.6,2504.5,832.45,7663.9,563,2121.8,2551.95,298.8,547.05,553.6,294.8,1461.2,576.6,219.75,580.45,736.95,1995.8,441.35,375.6,2653.25,8565.05,445.05,1500.25
21-Jul-14,2070.7,837.4,337.2,13383.65,581.4,360.9,1482.6,559.75,261.2,3200.7,329,941.2,349.85,1010.3,627.55,183.85,2516.4,827.45,7684.2,562.7,2109.15,2522.55,295.05,544.95,558.2,299.65,1483.75,576.2,220.95,593.65,723.95,2023.35,438.3,378.45,2653.75,8556.25,437.8,1508.05
22-Jul-14,2070.15,832,354.15,13392.9,582.75,364.05,1483.25,558.1,268,3233.7,331.35,949.2,352.9,1041.05,633.6,188.25,2520.35,839.85,7767.85,562.2,2135.35,2520.65,297.25,558.75,545.95,300.7,1489.05,569.6,223.1,603.6,719.25,2016.3,441.25,387.55,2723.6,8536.3,440.7,1528.9
23-Jul-14,2105.3,853.65,354.35,13297.8,600.25,360.55,1506,555.8,269.35,3349.45,334.2,932.8,353.65,1037.05,634.1,193.75,2558.3,836.3,7795.75,554.55,2150.3,2451.8,295.6,570.9,536.55,301.55,1453.85,559.6,215.85,603.35,719.9,2000.05,442,384.8,2734,8545.55,438.45,1542.1
24-Jul-14,2108.7,882.8,354.6,13165.5,603,368.1,1506.4,551.75,261.65,3382.25,330.9,938.65,356.45,1036.25,642.9,198,2538.2,842.25,7830.6,568.1,2178.65,2484.4,298.15,576.85,544.9,299.55,1463.45,551.4,218.15,620.1,723.65,1996.7,439.55,385.25,2704.25,8487.8,430.15,1582.5
25-Jul-14,2100.75,862.15,354.8,13257.6,591.55,391.9,1475.65,550,260.7,3352.2,325.35,944.7,357.3,1067.75,663.75,191.8,2574.7,835.5,7790.45,557.6,2176.7,2475.5,292.3,551.05,539.1,289.1,1440,536.1,211.9,637.4,691.95,1985.75,445.65,377,2744,8586.65,427.8,1582.35
28-Jul-14,2084.05,866.6,353.95,13202,574.75,420.5,1451,551.45,257.3,3371.1,322.1,941.2,357.2,1066.5,686.8,187.8,2538.1,829.55,7748.7,548.5,2191.05,2410.35,290.15,557.05,536.65,287.45,1402.85,532,206.05,636,677.9,395.35,440.95,364.35,2769.7,8641.95,424.35,1614.35
30-Jul-14,2079.4,886.6,373.15,13359.25,573.4,405.5,1488.45,563.6,252.55,3372.2,324.05,974.25,359.25,1087.55,694.65,192.6,2602.35,838.8,7791.4,546.1,2161.4,2467.3,291.95,550.75,541.9,295.15,1409.25,527.3,209.15,643.9,682.45,401.7,448.2,367.3,2823.15,8518.75,433,1597.55
31-Jul-14,2075.9,871.85,372.9,13405.3,580.15,410.1,1471.25,559.5,256,3367.65,331.25,953.7,356.05,1068.4,686.6,191.7,2597.15,834,7721.3,553.4,2150.6,2420.85,290.25,544.4,541.1,290.7,1395.9,521.1,206.4,628.65,712.2,391.65,456.5,367.7,2808.7,8498.95,435.95,1555.1
01-Aug-14,2057.9,893.6,380.05,13499.9,577.35,396.75,1475.65,548.6,262.4,3341.3,329.65,925.3,349.55,1039.65,693.55,184.3,2596.55,815.45,7602.6,548.75,2127.25,2471.6,281.9,536,536.3,289.05,1375.55,518.5,203.35,624.5,707.25,387,442.5,359,2758.8,8408,423.65,1515.25
04-Aug-14,2088.1,898.55,376.9,13538.2,600.4,394.1,1491.4,554.8,267.3,3465.55,343.55,937.75,354.5,1027.2,699.65,190.9,2600.9,813,7683.65,551.85,2167.1,2470.6,289.55,548.65,542.45,287.45,1374.5,530.9,204.4,629.85,717.8,390.85,440.8,359.45,2767.7,8426.5,424.25,1555
